course,unique,days,hour,room,instruction_mode,instructor,status,level
B A w398R MASTER'S REPORT  (Whole term),70855,,,,Face-to-face,,open,Graduate
B A s381T MARKETING MANAGEMENT-MSM  (Second term),70860,MTWTH,8:30 a.m.-10:30 a.m.,RRH 3.406,Face-to-face,"GERSHOFF, ANDREW D",open,Graduate
B A s284T FINANCIAL ACCOUNTING  (Second term),70864,MTWTH,9:00 a.m.-12:00 p.m.,RRH 3.402,Face-to-face,"LENDECKY, BRIAN R",open,Graduate
B A s284T FINANCIAL ACCOUNTING-MSF  (Second term),70865,MTWTH,2:00 p.m.-5:00 p.m.,RRH 3.310,Face-to-face,"LENDECKY, BRIAN R",open,Graduate
B A s285T FINANCIAL MANAGEMENT  (Second term),70870,TTH,9:00 a.m.-12:00 p.m.,RRH 3.310,Face-to-face,"BUTLER, JOHN C HAHN, WARREN J",open,Graduate
B A s285T FINANCIAL MANAGEMENT  (Second term),70874,TTH,2:00 p.m.-5:00 p.m.,RRH 3.402,Face-to-face,"HAHN, WARREN J BUTLER, JOHN C",open,Graduate
B A s385T FINANCIAL MANAGEMENT-MSM  (Second term),70875,MTWTH,10:30 a.m.-12:30 p.m.,RRH 3.406,Face-to-face,"LEEDS, SANFORD J",cancelled,Graduate
B A s391 SPEC STDS: MGMT INFO SYS  (Second term),70880,,,,Face-to-face,,cancelled,Graduate
B A s391 1-SPEC STDS: FINANCE  (Second term),70885,,,,Face-to-face,,cancelled,Graduate
BCH f369 FUNDAMENTALS OF BIOCHEM-WB  (First term),85629,MTWTHF,1:00 p.m.-2:30 p.m.,,Internet,,cancelled,Upper
BCH w369K TECHNIQUES OF RESEARCH  (Whole term),85630,,,,Face-to-face,,open,Upper
BCH s369 FUNDAMENTALS OF BIOCHEM-WB  (Second term),85665,MTWTHF,1:00 p.m.-2:30 p.m.,,Internet,"SPARKS, STACY C",open,Upper
BCH w397C ADVAN STD AND RSCH IN BIOCHEM  (Whole term),85635,,,,Face-to-face,,open,Graduate
BCH w698A THESIS  (Whole term),85640,,,,Face-to-face,,open,Graduate
BCH w698B THESIS  (Whole term),85645,,,,Face-to-face,,open,Graduate
BCH w399W DISSERTATION  (Whole term),85650,,,,Face-to-face,,open,Graduate
BCH w699W DISSERTATION  (Whole term),85655,,,,Face-to-face,,open,Graduate
BCH w999W DISSERTATION  (Whole term),85660,,,,Face-to-face,,open,Graduate
BDP w320K CONNECTING RSRCH EXPERIENCE  (Whole term),88100,,,,Face-to-face,,open; reserved,Upper
BDP w320L CONNECTING RSRCH EXPERIENCE  (Whole term),88105,,,,Face-to-face,,open; reserved,Upper
BGS f381N SOCL/ETHICAL RESPNSBLT ACCT  (First term),71060,MTWTH,12:00 p.m.-2:00 p.m.,RRH 3.414,Face-to-face,"BREDESON, DEAN A",open; reserved,Graduate
BIO n206L INTRO LAB EXPERIMENTS IN BIOL  (Nine week term),84110,MWF,12:00 p.m.-2:00 p.m.,,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO n206L INTRO LAB EXPERIMENTS IN BIOL  (Nine week term),84115,MWF,12:00 p.m.-2:00 p.m.,,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO n206L INTRO LAB EXPERIMENTS IN BIOL  (Nine week term),84120,MWF,12:00 p.m.-2:00 p.m.,,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO f311C INTRODUCTORY BIOLOGY I-WB  (First term),84125,MTWTHF TTH,10:00 a.m.-11:30 a.m. 12:00 p.m.-1:00 p.m., ,Internet,"ZHONG, MIN",waitlisted,Lower
BIO f311C INTRODUCTORY BIOLOGY I-WB  (First term),84130,MTWTHF TTH,10:00 a.m.-11:30 a.m. 1:00 p.m.-2:00 p.m., ,Internet,"ZHONG, MIN",waitlisted,Lower
BIO f311C INTRODUCTORY BIOLOGY I-WB  (First term),84135,MTWTHF TTH,10:00 a.m.-11:30 a.m. 2:00 p.m.-3:00 p.m., ,Internet,"ZHONG, MIN",waitlisted,Lower
BIO f311D INTRODUCTORY BIOLOGY II-WB  (First term),84140,MTWTHF TTH,10:00 a.m.-11:30 a.m. 3:00 p.m.-4:00 p.m., ,Internet,"SCHOBERLE, TAYLOR JANE",waitlisted,Lower
BIO f311D INTRODUCTORY BIOLOGY II-WB  (First term),84145,MTWTHF TTH,10:00 a.m.-11:30 a.m. 3:00 p.m.-4:00 p.m., ,Internet,"SCHOBERLE, TAYLOR JANE",waitlisted,Lower
BIO f311D INTRODUCTORY BIOLOGY II-WB  (First term),84150,MTWTHF TTH,10:00 a.m.-11:30 a.m. 4:00 p.m.-5:00 p.m., ,Internet,"SCHOBERLE, TAYLOR JANE",open,Lower
BIO f311D INTRODUCTORY BIOLOGY II-WB  (First term),84155,MTWTHF TTH,10:00 a.m.-11:30 a.m. 4:00 p.m.-5:00 p.m., ,Internet,"SCHOBERLE, TAYLOR JANE",open,Lower
BIO s311D INTRODUCTORY BIOLOGY II-WB  (Second term),84175,MTWTHF TTH,2:00 p.m.-3:30 p.m. 12:00 p.m.-1:00 p.m., ,Internet,"PARTRIDGE, JONATHAN DAVID",waitlisted,Lower
BIO s311D INTRODUCTORY BIOLOGY II-WB  (Second term),84180,MTWTHF TTH,2:00 p.m.-3:30 p.m. 1:00 p.m.-2:00 p.m., ,Internet,"PARTRIDGE, JONATHAN DAVID",waitlisted,Lower
BIO s311D INTRODUCTORY BIOLOGY II-WB  (Second term),84185,MTWTHF TTH,2:00 p.m.-3:30 p.m. 10:00 a.m.-11:00 a.m., ,Internet,"PARTRIDGE, JONATHAN DAVID",waitlisted,Lower
BIO s311D INTRODUCTORY BIOLOGY II-WB  (Second term),84190,MTWTHF TTH,2:00 p.m.-3:30 p.m. 11:00 a.m.-12:00 p.m., ,Internet,"PARTRIDGE, JONATHAN DAVID",waitlisted,Lower
BIO f325 GENETICS-WB  (First term),84160,MTWTHF MW,10:00 a.m.-11:30 a.m. 12:00 p.m.-1:00 p.m., ,Internet,"SUNG, SIBUM",waitlisted,Upper
BIO f325 GENETICS-WB  (First term),84165,MTWTHF MW,10:00 a.m.-11:30 a.m. 1:00 p.m.-2:00 p.m., ,Internet,"SUNG, SIBUM",open,Upper
BIO f325 GENETICS-WB  (First term),84170,MTWTHF MW,10:00 a.m.-11:30 a.m. 2:00 p.m.-3:00 p.m., ,Internet,"SUNG, SIBUM",open,Upper
BIO s325 GENETICS-WB  (Second term),84195,MTWTHF,10:00 a.m.-11:30 a.m.,,Internet,"HUQ, ENAMUL",waitlisted,Upper
BIO s325 GENETICS-WB  (Second term),84196,MTWTHF,11:30 a.m.-1:00 p.m.,,Internet,"BENTLEY, NOLAN BRADFORD",open,Upper
BME f245L EXPERIMNTL PRINC OF BME DESIGN  (First term),74710,MTW MTW,9:00 a.m.-11:00 a.m. 12:00 p.m.-2:00 p.m.,GDC 4.302 BME 3.310,Face-to-face,"PUPERI, DANIEL",waitlisted,Upper
BME f245L EXPERIMNTL PRINC OF BME DESIGN  (First term),74715,MTW MTW,9:00 a.m.-11:00 a.m. 2:00 p.m.-4:00 p.m.,GDC 4.302 BME 3.310,Face-to-face,"PUPERI, DANIEL",closed,Upper
BME w177 UNDERGRADUATE RESEARCH PROJECT  (Whole term),74720,,,,Face-to-face,,open; reserved,Upper
BME w277 UNDERGRADUATE RESEARCH PROJECT  (Whole term),74725,,,,Face-to-face,,open; reserved,Upper
BME w377 UNDERGRADUATE RESEARCH PROJECT  (Whole term),74730,,,,Face-to-face,,open; reserved,Upper
BME n377M MEDICAL INTERNSHIP-GRE  (Nine week term),74735,,,,Face-to-face,,open; reserved,Upper
BME w377R OFF-CAMPUS RESEARCH  (Whole term),74740,,,,Correspondence,,open; reserved,Upper
BME n377T GLOBAL INDUSTRY IMMERSION-GRE  (Nine week term),74745,,,,Face-to-face,"CASTILLO, EDWARD",open; reserved,Upper
BME n377T MEDICAL IMAGE PROCESSING-GRE  (Nine week term),74750,,,,Face-to-face,"CASTILLO, EDWARD",open; reserved,Upper
BME w678A UNDERGRAD THESIS BIOMED ENGR  (Whole term),74755,,,,Face-to-face,,open; reserved,Upper
BME w678B UNDERGRAD THESIS BIOMED ENGR  (Whole term),74760,,,,Face-to-face,,open; reserved,Upper
BME w679HA UNDERGRADUATE HONORS THESIS  (Whole term),74765,,,,Face-to-face,,open; reserved,Upper
BME w679HB UNDERGRADUATE HONORS THESIS  (Whole term),74770,,,,Face-to-face,,open; reserved,Upper
BME s261L DEVEL/ANALYSIS IN BME DESIGN  (Second term),74830,MTW MTW,9:00 a.m.-11:00 a.m. 12:00 p.m.-3:00 p.m.,GDC 4.302 BME 3.310,Face-to-face,"PUPERI, DANIEL",waitlisted,Upper
BME w396 RESEARCH INTERNSHIP  (Whole term),74775,,,,Correspondence,,open; reserved,Graduate
BME w197 RESEARCH PROBLEMS  (Whole term),74780,,,,Face-to-face,,open; reserved,Graduate
BME w297 RESEARCH PROBLEMS  (Whole term),74785,,,,Face-to-face,,open; reserved,Graduate
BME w397 RESEARCH PROBLEMS  (Whole term),74790,,,,Face-to-face,,open; reserved,Graduate
BME w597 RESEARCH PROBLEMS  (Whole term),74795,,,,Face-to-face,,open; reserved,Graduate
BME w697 RESEARCH PROBLEMS  (Whole term),74800,,,,Face-to-face,,open; reserved,Graduate
BME w698A THESIS  (Whole term),74805,,,,Face-to-face,,open; reserved,Graduate
BME w698B THESIS  (Whole term),74810,,,,Face-to-face,,open; reserved,Graduate
BME w399W DISSERTATION  (Whole term),74815,,,,Face-to-face,,open; reserved,Graduate
BME w699W DISSERTATION  (Whole term),74820,,,,Face-to-face,,open; reserved,Graduate
BME w999W DISSERTATION  (Whole term),74825,,,,Face-to-face,,open; reserved,Graduate
BME s396 RESEARCH INTERNSHIP  (Second term),74835,,,,Correspondence,,open; reserved,Graduate
BME s397 RESEARCH PROBLEMS  (Second term),74840,,,,Face-to-face,,open; reserved,Graduate
C C f303 INTRO TO CLASSICAL MYTHOLGY-WB  (First term),78660,,,,Internet,"ADAMS, ELIZABETH D",open,Lower
C C f306M INTRO MEDCL/SCIENTIF TERM-WB  (First term),78670,,,,Internet,"ADAMS, ELIZABETH D",waitlisted,Lower
C C s302 INTRO TO ANCIENT ROME-WB  (Second term),78685,,,,Internet,,open,Lower
C C s304E INTRO TO THE NEW TESTAMENT-WB  (Second term),78689,,,,Internet,"SWANSON, JORDAN",open,Lower
C C f348 10-JESUS IN HIST/TRADITION-WB  (First term),78675,,,,Internet,"LANDAU, BRENT",closed,Upper
C C s348F BEYOND THE NEW TESTAMENT-WB  (Second term),78690,,,,Internet,"LANDAU, BRENT",closed,Upper
C C f381 CONF COURSE IN CLASSICAL CIV  (First term),78680,,,,Face-to-face,,open,Graduate
C C s381 CONF COURSE IN CLASSICAL CIV  (Second term),78695,,,,Face-to-face,,open,Graduate
C E n319F ELEMENTARY MECHANICS OF FLUIDS  (Nine week term),75055,MWF T,8:30 a.m.-10:00 a.m. 8:30 a.m.-10:00 a.m.,ECJ 1.322 ECJ B.226,Face-to-face,"LILJESTRAND, HOWARD M",open; reserved,Lower
C E n319F ELEMENTARY MECHANICS OF FLUIDS  (Nine week term),75060,MWF TH,8:30 a.m.-10:00 a.m. 8:30 a.m.-10:00 a.m.,ECJ 1.322 ECJ B.226,Face-to-face,"LILJESTRAND, HOWARD M",open; reserved,Lower
C E w387G ENGINEERING GEOLOGY  (Whole term),75065,TTH TH,10:00 a.m.-11:30 a.m. 1:00 p.m.-4:00 p.m.,ECJ 1.322 ECJ B.226,Face-to-face,"WOODRUFF, CHARLES M JR",closed,Graduate
C E n395U 3-ADVANCED LEGAL CONCEPTS  (Nine week term),75069,M,4:00 p.m.-9:00 p.m.,ECJ 1.322,Face-to-face,"CRONIN, MICHAEL",open; reserved,Graduate
C E w397 INDEPENDENT STUDY  (Whole term),75070,,,,Face-to-face,,open,Graduate
C E w397C MASTER'S RESEARCH  (Whole term),75075,,,,Face-to-face,,open,Graduate
C E w397D DISSERTATION RESEARCH  (Whole term),75080,,,,Face-to-face,,open,Graduate
C E w197Q SPEC INDEP STDS IN CIVIL ENGR  (Whole term),75085,,,,Face-to-face,,open,Graduate
C E w297Q SPEC INDEP STDS IN CIVIL ENGR  (Whole term),75090,,,,Face-to-face,,open,Graduate
C E w698A THESIS  (Whole term),75095,,,,Face-to-face,,open,Graduate
C E w698B THESIS  (Whole term),75100,,,,Face-to-face,,open,Graduate
C E w398D DEPARTMENTAL REPORT  (Whole term),75105,,,,Face-to-face,,open,Graduate
C E w398R MASTER'S REPORT  (Whole term),75110,,,,Face-to-face,,open,Graduate
C E w399W DISSERTATION  (Whole term),75115,,,,Face-to-face,,open,Graduate
C E w699W DISSERTATION  (Whole term),75120,,,,Face-to-face,,open,Graduate
C E w999W DISSERTATION  (Whole term),75125,,,,Face-to-face,,open,Graduate
C L f315 WORLD LITERATURE-WB  (First term),78950,,,,Internet,"HINRICHS, LARS",open,Lower
C L f323 19-WOMEN AND THE HOLOCAUST-WB  (First term),78955,MTWTHF,10:00 a.m.-11:30 a.m.,,Internet,"BOS, PASCALE R",cancelled,Upper
C L f323 20-RBLS/RVOLTN RUS HIST/LIT-WB  (First term),78960,MTWTHF,10:00 a.m.-11:30 a.m.,,Internet,"ALEXANDROVA, MARINA",closed,Upper
C L s323 50-SCANDINVN CIN SINCE 1980-WB  (Second term),79000,MTWTHF,10:00 a.m.-11:30 a.m.,,Internet,"WILKINSON, LYNN R",open,Upper
C L f391L CONF COURSE IN COMPARATIVE LIT  (First term),78965,,,,Face-to-face,,open,Graduate
C L w698A THESIS  (Whole term),78970,,,,Face-to-face,,open,Graduate
C L w698B THESIS  (Whole term),78975,,,,Face-to-face,,open,Graduate
C L w398R MASTER'S REPORT  (Whole term),78980,,,,Face-to-face,,open,Graduate
C L w399W DISSERTATION  (Whole term),78985,,,,Face-to-face,,open,Graduate
C L w699W DISSERTATION  (Whole term),78990,,,,Face-to-face,,open,Graduate
C L w999W DISSERTATION  (Whole term),78995,,,,Face-to-face,,open,Graduate
C L s391L CONF COURSE IN COMPARATIVE LIT  (Second term),79005,,,,Face-to-face,,open,Graduate
C L s399W DISSERTATION  (Second term),79010,,,,Face-to-face,,open,Graduate
C S n303E ELEMS OF COMPUTERS/PROG-WB  (Nine week term),84600,,,,Internet,"KAUR, AMRITA",waitlisted,Lower
C S n313E ELEMENTS OF SOFTWARE DESIGN  (Nine week term),84605,,,,Hybrid or Blended,,cancelled,Lower
C S n326E ELEMENTS OF NETWORKING  (Nine week term),84610,MTW,1:00 p.m.-3:00 p.m.,,Face-to-face,"JOSHI, PRASHANT D",cancelled,Upper
C S n327E ELEMENTS OF DATABASES  (Nine week term),84615,MTTH,10:00 a.m.-12:00 p.m.,JGB 2.216,Face-to-face,"PALACIOS, JOAQUIN MARCOS",open,Upper
C S n329E ELEMENTS DATA VISUALIZATION  (Nine week term),84619,MTW,1:00 p.m.-3:00 p.m.,JGB 2.202,Face-to-face,"COHEN, SHIRLEY",open,Upper
C S n329E ELEMENTS OF DATA ANALYTICS  (Nine week term),84620,TWTH,11:00 a.m.-1:00 p.m.,CPE 2.210,Face-to-face,"TEYMOURIAN, KIA",open,Upper
C S n349 CONTEMP ISSUES IN COMPUTER SCI  (Nine week term),84625,MWF,1:00 p.m.-3:00 p.m.,,Face-to-face,,cancelled,Upper
C S w370 UNDERGRAD READING AND RESEARCH  (Whole term),84630,,,,Hybrid or Blended,,open; reserved,Upper
C S w370F UNDERGRAD RDG/RSCH: WRITING  (Whole term),84635,,,,Hybrid or Blended,,open; reserved,Upper
C S n371L IOS MOBILE COMPUTING  (Nine week term),84640,MWF,9:00 a.m.-11:00 a.m.,GDC 4.304,Face-to-face,"BULKO, WILLIAM C",open; reserved,Upper
C S n373 SOFTWARE ENGINEERING  (Nine week term),84645,MWF,11:00 a.m.-1:00 p.m.,GDC 4.302,Face-to-face,"FRAIJ, FARES Z",waitlisted,Upper
C S n378 CLOUD-NATIVE COMPUTING-WB  (Nine week term),84650,WTH F,4:00 p.m.-6:00 p.m. 3:00 p.m.-5:00 p.m., ,Internet,"KULKARNI, DEVDATTA",waitlisted,Upper
C S w378H ADV UNDGR SUPERVISED RESEARCH  (Whole term),84654,,,,Hybrid or Blended,,open; reserved,Upper
C S w379H COMPUTER SCIENCE HONORS THESIS  (Whole term),84655,,,,Face-to-face,,open; reserved,Upper
C S w383C NUMRCL ANLY: LINEAR ALGEBRA-WB  (Whole term),84660,,,,Internet,"PARIKH, DEVANGI NIKUNJ",open,Graduate
C S w391L MACHINE LEARNING-WB  (Whole term),84665,,,,Internet,"KLIVANS, ADAM R LIU, QIANG",open,Graduate
C S w394D DEEP LEARNING-WB  (Whole term),84670,,,,Internet,"KRAEHENBUEHL, PHILIPP",open,Graduate
C S w394R REINFRCMNT LEARN: THRY/PRAC-WB  (Whole term),84675,,,,Internet,"STONE, PETER H",open,Graduate
C S w195 PRACTCM IN COMP SCI APPLICS-WB  (Whole term),84680,,,,Internet,"KLIVANS, ADAM R",open,Graduate
C S w295 CONFERENCE COURSE  (Whole term),84685,,,,Hybrid or Blended,,open,Graduate
C S w395 CONFERENCE COURSE  (Whole term),84690,,,,Hybrid or Blended,,open,Graduate
C S w395T ADV IN DEEP GEN MODELS-WB  (Whole term),84694,,,,Internet,"LIU, QIANG",open,Graduate
C S w395T ADVANCES IN DEEP LEARNING-WB  (Whole term),84695,,,,Internet,"KRAEHENBUEHL, PHILIPP",open,Graduate
C S w698A THESIS  (Whole term),84700,,,,Hybrid or Blended,,open,Graduate
C S w698A THESIS-WB  (Whole term),84705,,,,Internet,,open,Graduate
C S w698A THESIS-WB  (Whole term),84709,,,,Internet,,open,Graduate
C S w698B THESIS  (Whole term),84710,,,,Hybrid or Blended,,open,Graduate
C S w698B THESIS-WB  (Whole term),84715,,,,Internet,,open,Graduate
C S w698B THESIS-WB  (Whole term),84719,,,,Internet,,open,Graduate
C S w399W DISSERTATION  (Whole term),84720,,,,Hybrid or Blended,,open,Graduate
C S w699W DISSERTATION  (Whole term),84725,,,,Hybrid or Blended,,open,Graduate
C S w999W DISSERTATION  (Whole term),84730,,,,Hybrid or Blended,,open,Graduate
C S s395 CONFERENCE COURSE-WB  (Second term),84735,,,,Internet,,open,Graduate
CDI n355 7-SEXUALITY AND DISABILITY-WB  (Nine week term),87827,,,,Internet,"GUIDRY, ASHLEY MARIE",open,Upper
CH f301 PRINCIPLES OF CHEMISTRY I  (First term),84250,MTWTHF,8:30 a.m.-10:00 a.m.,BUR 108,Face-to-face,"TULEY, ALFRED A",open,Lower
CH n204 INTRO TO CHEMICAL PRACTICE  (Nine week term),84255,TTH TTH,12:00 p.m.-2:00 p.m. 2:00 p.m.-4:00 p.m.,WEL 2.110 WEL 5.130,Face-to-face,"SOTELO, PAOLA",waitlisted,Lower
CH n204 INTRO TO CHEMICAL PRACTICE  (Nine week term),84260,TTH TTH,12:00 p.m.-2:00 p.m. 2:00 p.m.-4:00 p.m.,WEL 2.110 WEL 5.132,Face-to-face,"SOTELO, PAOLA",open,Lower
CH n204 INTRO TO CHEMICAL PRACTICE  (Nine week term),84265,TTH TTH,12:00 p.m.-2:00 p.m. 2:00 p.m.-4:00 p.m.,WEL 2.110 WEL 5.134,Face-to-face,"SOTELO, PAOLA",open,Lower
CH n204 INTRO TO CHEMICAL PRACTICE  (Nine week term),84270,TTH TTH,12:00 p.m.-2:00 p.m. 2:00 p.m.-4:00 p.m.,WEL 2.110 WEL 5.136,Face-to-face,"SOTELO, PAOLA",open,Lower
CH n204 INTRO TO CHEMICAL PRACTICE  (Nine week term),84275,TTH TTH,12:00 p.m.-2:00 p.m. 2:00 p.m.-4:00 p.m.,WEL 2.110 WEL 5.146,Face-to-face,"SOTELO, PAOLA",open,Lower
CH w206K UNDERGRADUATE RESEARCH  (Whole term),84280,,,,Face-to-face,,open,Lower
CH s302 PRINCIPLES OF CHEMISTRY II  (Second term),84435,MTWTHF,8:30 a.m.-10:00 a.m.,WEL 3.502,Face-to-face,"GIORGI, NICOLE V",open,Lower
CH w220C ORGANIC CHEMISTRY LABORATORY  (Whole term),84285,M T,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m.,JGB 2.324 NHB 1.106,Face-to-face,"FJETLAND, CONRAD R",closed,Upper
CH w220C ORGANIC CHEMISTRY LABORATORY  (Whole term),84290,M T,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m.,JGB 2.324 NHB 1.110,Face-to-face,"FJETLAND, CONRAD R",waitlisted,Upper
CH w220C ORGANIC CHEMISTRY LABORATORY  (Whole term),84295,M T,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m.,JGB 2.324 NHB 1.116A,Face-to-face,"FJETLAND, CONRAD R",waitlisted,Upper
CH w220C ORGANIC CHEMISTRY LABORATORY  (Whole term),84300,M T,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m.,JGB 2.324 NHB 1.118,Face-to-face,"FJETLAND, CONRAD R",waitlisted,Upper
CH w220C ORGANIC CHEMISTRY LABORATORY  (Whole term),84305,M T,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m.,JGB 2.324 NHB 1.124,Face-to-face,"FJETLAND, CONRAD R",waitlisted,Upper
CH w220C ORGANIC CHEMISTRY LABORATORY  (Whole term),84310,M T,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m.,JGB 2.324 NHB 1.126A,Face-to-face,"FJETLAND, CONRAD R",waitlisted,Upper
CH w220C ORGANIC CHEMISTRY LABORATORY  (Whole term),84315,M W,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m.,JGB 2.324 NHB 1.106,Face-to-face,"FJETLAND, CONRAD R",waitlisted,Upper
CH w220C ORGANIC CHEMISTRY LABORATORY  (Whole term),84320,M W,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m.,JGB 2.324 NHB 1.110,Face-to-face,"FJETLAND, CONRAD R",waitlisted,Upper
CH w220C ORGANIC CHEMISTRY LABORATORY  (Whole term),84325,M W,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m.,JGB 2.324 NHB 1.116A,Face-to-face,"FJETLAND, CONRAD R",waitlisted,Upper
CH w220C ORGANIC CHEMISTRY LABORATORY  (Whole term),84330,M W,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m.,JGB 2.324 NHB 1.118,Face-to-face,"FJETLAND, CONRAD R",waitlisted,Upper
CH w220C ORGANIC CHEMISTRY LABORATORY  (Whole term),84335,M W,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m.,JGB 2.324 NHB 1.124,Face-to-face,"FJETLAND, CONRAD R",waitlisted,Upper
CH w220C ORGANIC CHEMISTRY LABORATORY  (Whole term),84340,M W,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m.,JGB 2.324 NHB 1.126A,Face-to-face,"FJETLAND, CONRAD R",waitlisted,Upper
CH w220C ORGANIC CHEMISTRY LABORATORY  (Whole term),84345,M TH,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m.,JGB 2.324 NHB 1.106,Face-to-face,"FJETLAND, CONRAD R",waitlisted,Upper
CH w220C ORGANIC CHEMISTRY LABORATORY  (Whole term),84350,M TH,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m.,JGB 2.324 NHB 1.110,Face-to-face,"FJETLAND, CONRAD R",waitlisted,Upper
CH w220C ORGANIC CHEMISTRY LABORATORY  (Whole term),84355,M TH,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m.,JGB 2.324 NHB 1.116A,Face-to-face,"FJETLAND, CONRAD R",waitlisted,Upper
CH w220C ORGANIC CHEMISTRY LABORATORY  (Whole term),84360,M TH,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m.,JGB 2.324 NHB 1.118,Face-to-face,"FJETLAND, CONRAD R",waitlisted,Upper
CH w220C ORGANIC CHEMISTRY LABORATORY  (Whole term),84365,M TH,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m.,JGB 2.324 NHB 1.124,Face-to-face,"FJETLAND, CONRAD R",waitlisted,Upper
CH w220C ORGANIC CHEMISTRY LABORATORY  (Whole term),84370,M TH,1:00 p.m.-2:00 p.m. 1:00 p.m.-5:00 p.m.,JGB 2.324 NHB 1.126A,Face-to-face,"FJETLAND, CONRAD R",waitlisted,Upper
CH f320M ORGANIC CHEMISTRY I  (First term),84375,MTWTHF,8:30 a.m.-10:00 a.m.,WEL 2.122,Face-to-face,"SHABBIR, SHAGUFTA HASNAIN",open,Upper
CH f328M ORGANIC CHEMISTRY I  (First term),84380,MTWTHF,8:30 a.m.-10:00 a.m.,WEL 2.122,Face-to-face,"SHABBIR, SHAGUFTA HASNAIN",open,Upper
CH f455 FUNDMNTLS OF ANALYTICAL CHEM  (First term),84385,MTWTH MW,8:00 a.m.-10:00 a.m. 1:00 p.m.-4:00 p.m.,BUR 220 WEL 4.110,Face-to-face,"LAUDE, DAVID A HERATH, THUSHANI",waitlisted,Upper
CH f455 FUNDMNTLS OF ANALYTICAL CHEM  (First term),84390,MTWTH TTH,8:00 a.m.-10:00 a.m. 1:00 p.m.-4:00 p.m.,BUR 220 WEL 4.110,Face-to-face,"LAUDE, DAVID A HERATH, THUSHANI",waitlisted,Upper
CH f455 FUNDMNTLS OF ANALYTICAL CHEM  (First term),84395,MTWTH TTH,8:00 a.m.-10:00 a.m. 1:00 p.m.-4:00 p.m.,BUR 220 WEL 4.124,Face-to-face,"LAUDE, DAVID A HERATH, THUSHANI",open,Upper
CH w369K TECHNIQUES OF RESEARCH  (Whole term),84400,,,,Face-to-face,,open,Upper
CH s320N ORGANIC CHEMISTRY II  (Second term),84440,MTWTHF,8:30 a.m.-10:00 a.m.,WEL 2.122,Face-to-face,"VIVIANI, VINCENT ROGER",open,Upper
CH s328N ORGANIC CHEMISTRY II  (Second term),84445,MTWTHF,8:30 a.m.-10:00 a.m.,WEL 2.122,Face-to-face,"VIVIANI, VINCENT ROGER",open,Upper
CH s153K PHYSICAL CHEMISTRY LABORATORY  (Second term),84450,MWF,10:30 a.m.-1:30 p.m.,WEL 4.138,Face-to-face,"WORDEN, MATTHEW",open,Upper
CH s153K PHYSICAL CHEMISTRY LABORATORY  (Second term),84455,MWF,2:00 p.m.-5:00 p.m.,WEL 4.138,Face-to-face,"WORDEN, MATTHEW",open,Upper
CH w197C PROBLEMS IN CHEMISTRY  (Whole term),84405,,,,Face-to-face,,open,Graduate
CH w297C PROBLEMS IN CHEMISTRY  (Whole term),84410,,,,Face-to-face,,open,Graduate
CH w397C PROBLEMS IN CHEMISTRY  (Whole term),84415,,,,Face-to-face,,open,Graduate
CH w698A THESIS  (Whole term),84420,,,,Face-to-face,,open,Graduate
CH w698B THESIS  (Whole term),84425,,,,Face-to-face,,open,Graduate
CH w399W DISSERTATION  (Whole term),84430,,,,Face-to-face,,open,Graduate
CH s397C PROBLEMS IN CHEMISTRY  (Second term),84460,,,,Face-to-face,,open,Graduate
CHE f473K PROCESS DESIGN AND OPERATIONS  (First term),74895,MTWTHF,9:30 a.m.-12:00 p.m.,CPE 2.222,Face-to-face,"EDISON, THOMAS A",open; reserved,Upper
CHE w377K UNDERGRADUATE RESEARCH PROJECT  (Whole term),74900,,,,Face-to-face,,open; reserved,Upper
CHE w177L UNDERGRADUATE RESEARCH PROJECT  (Whole term),74905,,,,Face-to-face,,open; reserved,Upper
CHE s363 SEPARATN PROC & MASS TRANSFER  (Second term),74944,MTWTHF TTH,10:00 a.m.-12:00 p.m. 1:00 p.m.-2:30 p.m.,CPE 2.222 CPE 2.222,Face-to-face,"PLANTZ, ARIEL ROCHELLE, GARY T",open; reserved,Upper
