course,unique,days,hour,room,instruction_mode,instructor,status,level
J w399W DISSERTATION  (Whole term),72700,,,,Face-to-face,,open; reserved,Graduate
J w699W DISSERTATION  (Whole term),72705,,,,Face-to-face,,open; reserved,Graduate
J w999W DISSERTATION  (Whole term),72710,,,,Face-to-face,,open; reserved,Graduate
J s389 JOURNALISM RESEARCH FIELDS  (Second term),72735,,,,Face-to-face,,open; reserved,Graduate
J S f363 11-WOMEN AND THE HOLOCAUST-WB  (First term),80510,MTWTHF,10:00 a.m.-11:30 a.m.,,Internet,"BOS, PASCALE R",cancelled,Upper
J S s364 4-THE DEAD SEA SCROLLS-WB  (Second term),80515,MTWTHF,10:00 a.m.-11:30 a.m.,,Internet,"BJOERU, OEYVIND",closed,Upper
JPN f601D JAPANESE I-WB  (First term),78415,MTWTHF,10:00 a.m.-1:00 p.m.,,Internet,"OKADA, YUKIE",open,Lower
JPN f611D INTERMEDIATE JAPANESE-WB  (First term),78420,MTWTHF,11:30 a.m.-2:30 p.m.,,Internet,"TANAKA, MIDORI",open,Lower
JPN s610D JAPANESE II-WB  (Second term),78430,MTWTHF,10:00 a.m.-1:00 p.m.,,Internet,"SANO, RYOSUKE",open,Lower
JPN s317C JPNESE GRAM/COMP/CONVERSATN-WB  (Second term),78435,MTWTHF,11:30 a.m.-1:00 p.m.,,Internet,"COOKE, CHIKAKO H",open,Lower
JPN f320K READNGS IN MDERN JAPANESE I-WB  (First term),78425,MTWTHF,10:00 a.m.-11:30 a.m.,,Internet,"HATANAKA, JUNKO",open,Upper
KIN f310 PHYSIOL BASIS OF CONDITNING-WB  (First term),73970,TWTH,10:00 a.m.-11:30 a.m.,,Internet,"MONACO, JEFF",open,Lower
KIN f312 5-SPORT INDUSTRY IN AMER-WB  (First term),73975,,,,Internet,"NELSON, EMALEE JOY",open,Lower
KIN f312M MGMT PHYS ACTIV/SPORT PROGS-WB  (First term),73980,,,,Internet,"BOWERS, MATTHEW",open,Lower
KIN s311K SPORT PSYCHOLOGY-WB  (Second term),74105,,,,Internet,"GNAGY, ERIK",waitlisted,Lower
KIN f321 THEORY OF HUMAN PERFORMANCE-WB  (First term),73985,TWTH,10:00 a.m.-12:30 p.m.,,Internet,"SAMPSON, JACK J",open,Upper
KIN f424K APPLIED HUMAN ANATOMY-WB  (First term),73990,,,,Internet,"GRIFFIN, LISA",open,Upper
KIN f425K PHYSIOLOGY OF EXERCISE-WB  (First term),73995,TWTH W,9:00 a.m.-11:30 a.m. 12:30 p.m.-3:30 p.m., ,Internet,"FANTINI, ANA PAULA",waitlisted,Upper
KIN f127D FIELDWORK: AIDING  (First term),74000,,,,Face-to-face,"MANTARAKIS, ZOE",open,Upper
KIN w327K FIELDWORK: ON CAMPUS  (Whole term),74005,,,,Hybrid or Blended,"BOWERS, MATTHEW",open,Upper
KIN f335C MOTOR LEARNING-WB  (First term),74010,MWF T,1:00 p.m.-2:30 p.m. 1:00 p.m.-4:00 p.m., ,Internet,"SIDDICKY, SAFEER FARRUKH",closed,Upper
KIN f347 HIST/ETH ISS PHYS CUL/SPORT-WB  (First term),74015,TWTH,12:30 p.m.-3:00 p.m.,,Internet,"SPARVERO, EMILY",open,Upper
KIN f349 HIST OF SPORT/PHYS ACTIV-WB  (First term),74020,,,,Internet,"OZYURTCU, TOLGA",waitlisted,Upper
KIN f350 SOC ASPCT OF SPORT/PHYS ACT-WB  (First term),74025,,,,Internet,"OZERKEVICH, RACHEL M",closed,Upper
KIN f352M SPORT/FITNESS/MASS MEDIA-WB  (First term),74030,,,,Internet,"NELSON, EMALEE JOY",waitlisted,Upper
KIN f353 SPORT LAW-WB  (First term),74035,TTH,11:00 a.m.-1:30 p.m.,,Internet,"HUNT, THOMAS M",waitlisted,Upper
KIN f356 REVENUE AND BUDGETING SPORT-WB  (First term),74040,,,,Internet,"MILLS, BRIAN M",open,Upper
KIN s326K BIOMECH ANLY OF MOVEMENT-WB  (Second term),74110,TWTH,9:00 a.m.-10:30 a.m.,,Internet,"HSIAO, HAO-YUAN",open,Upper
KIN s127D FIELDWORK: AIDING  (Second term),74114,,,,Face-to-face,,open; reserved,Upper
KIN s331 PHYSICAL AGING IN AMERICA-WB  (Second term),74115,TWTH,9:00 a.m.-11:30 a.m.,,Internet,"FANTINI, ANA PAULA",open,Upper
KIN s336 NEUROMUSCULAR CONTROL-WB  (Second term),74120,MWF,3:00 p.m.-5:30 p.m.,,Internet,"GRIFFIN, LISA",open,Upper
KIN s351 PHILOS OF SPORT/PHYS ACTIV-WB  (Second term),74125,,,,Internet,"OZYURTCU, TOLGA",waitlisted,Upper
KIN s352K 31-SPT/SOCTY/INTL OLY MVMT-DEN  (Second term),74130,,,,Face-to-face,"BOWERS, MATTHEW HUNT, THOMAS M",open,Upper
KIN s352N HIST OF PHYSICAL CULTURE-WB  (Second term),74135,,,,Internet,"STOCKING, CHARLES",waitlisted,Upper
KIN f395 68-HUM RES MGMT SPORT ORGS-WB  (First term),74039,,,,Internet,"FITZGERALD, MAUREEN PATRI",open,Graduate
KIN f395 26-LEGAL ISSUES IN SPORT-WB  (First term),74041,,,,Internet,"FITZGERALD, MAUREEN PATRI",open,Graduate
KIN f395 52-ORG BEHAV IN SPORT-WB  (First term),74042,,,,Internet,"OZYURTCU, TOLGA",open,Graduate
KIN f395 77-STRATEGIC MGMT IN SPORT-WB  (First term),74043,,,,Internet,"BOWERS, MATTHEW",open,Graduate
KIN f395 44-SPORT FINANCE-WB  (First term),74044,,,,Internet,"HEMME, FLORIAN",open,Graduate
KIN f396T DIRECTED RESEARCH-WB  (First term),74045,,,,Internet,"TODD, JANICE S",open; reserved,Graduate
KIN w396T DIRECTED RESEARCH  (Whole term),74050,,,,Face-to-face,"TODD, JANICE S",closed,Graduate
KIN w396T DIRECTED RESEARCH-WB  (Whole term),74055,,,,Internet,,open; reserved,Graduate
KIN w197P GRADUATE INTERNSHIP-WB  (Whole term),74060,,,,Internet,,open,Graduate
KIN w397P GRADUATE INTERNSHIP  (Whole term),74064,,,,Face-to-face,"BOWERS, MATTHEW",open; reserved,Graduate
KIN w397P GRADUATE INTERNSHIP-WB  (Whole term),74065,,,,Internet,"GRIFFIN, LISA",open; reserved,Graduate
KIN w697P GRADUATE INTERNSHIP-WB  (Whole term),74070,,,,Internet,,open; reserved,Graduate
KIN w698A THESIS-WB  (Whole term),74075,,,,Internet,,open; reserved,Graduate
KIN w698B THESIS-WB  (Whole term),74080,,,,Internet,,open; reserved,Graduate
KIN w398R MASTER'S REPORT-WB  (Whole term),74085,,,,Internet,,open,Graduate
KIN w399W DISSERTATION  (Whole term),74090,,,,Face-to-face,,open,Graduate
KIN w699W DISSERTATION-WB  (Whole term),74095,,,,Internet,,open,Graduate
KIN w999W DISSERTATION-WB  (Whole term),74100,,,,Internet,,open,Graduate
KIN s395 23-CRIT ISS/EVNT IN AM SPRT-WB  (Second term),74136,,,,Internet,"SPARVERO, EMILY",open,Graduate
KIN s395 29-ETHICS IN SPORT-WB  (Second term),74137,,,,Internet,"OZYURTCU, TOLGA",open,Graduate
KIN s395 42-FACILITY AND EVENT MGMT-WB  (Second term),74138,,,,Internet,"HEMME, FLORIAN",open,Graduate
KIN s395 81-LEADERSHIP IN SPORT ORGS-WB  (Second term),74139,,,,Internet,"HEMME, FLORIAN",open,Graduate
KIN s396T DIRECTED RESEARCH-WB  (Second term),74140,,,,Internet,"SPARVERO, EMILY",open,Graduate
KIN s397P GRADUATE INTERNSHIP  (Second term),74145,,,,Hybrid or Blended,"GRIFFIN, LISA",open; reserved,Graduate
KOR f312K SECOND-YEAR KOREAN I-WB  (First term),78490,MTWTHF,10:00 a.m.-11:30 a.m.,,Internet,"KIM, MINA",open,Lower
KOR s312L SECOND-YEAR KOREAN II-WB  (Second term),78495,MTWTHF,10:00 a.m.-11:30 a.m.,,Internet,"MCCOY-BAE, ALICE KYUNG",open,Lower
L A w011 INTERNSHIP EXPERIENCE-WB  (Whole term),77584,T,5:00 p.m.-6:30 p.m.,,Internet,"GIANI, MATTHEW S",open; reserved,Lower
L A w320 INTERNSHIP-WB  (Whole term),77585,,,,Internet,"OLDHAM, TATEM M",open; reserved,Upper
L A w340 LEADERSHIP/URB ENGAGEMENT-UTNY  (Whole term),77590,W,3:00 p.m.-5:00 p.m.,NY1 1520,Hybrid or Blended,"ECKSTEIN, ALICE",open; reserved,Upper
LAH f350 VIENNA: MEMORY/THE CITY-AUT  (First term),77645,,,,Face-to-face,"HOELSCHER, STEVEN D",open,Upper
LAH w358Q SUPERVISED RESEARCH  (Whole term),77650,,,,Face-to-face,,open,Upper
LAH w368T HONORS TUTORIAL COURSE I  (Whole term),77655,,,,Face-to-face,,open,Upper
LAH w369T HONORS TUTORIAL COURSE II  (Whole term),77660,,,,Face-to-face,,open,Upper
LAR s346R FOUNDATION DESIGN STUDIO  (Second term),70695,MTWTH,12:00 p.m.-4:00 p.m.,GOL 3.108,Face-to-face,"AVERITT, MICHAEL W",open,Upper
LAR f380V ROBOTS FOR DESIGN  (First term),70690,TTH,12:00 p.m.-4:00 p.m.,WMB 5.114,Face-to-face,"STEPNOSKI, ROBERT F",open; reserved,Graduate
LAR s380C FOUNDATION DESIGN STUDIO  (Second term),70700,MTWTH,12:00 p.m.-4:00 p.m.,GOL 3.108,Face-to-face,"AVERITT, MICHAEL W",open; reserved,Graduate
LAR s385 BROWNFIELDS  (Second term),70705,MWF,1:00 p.m.-3:30 p.m.,SUT 2.114,Face-to-face,"PATERSON, ROBERT G",open,Graduate
LAS f366 2-COLONIAL LATIN AMERICA-WB  (First term),80570,,,,Internet,"MUNOZ ARBELAEZ, SANTIAGO",waitlisted,Upper
LAS f382 CONF CRS IN LAT AM STUDIES-WB  (First term),80575,,,,Internet,,open,Graduate
LAS w698A THESIS  (Whole term),80580,,,,Face-to-face,,open,Graduate
LAS w698B THESIS  (Whole term),80585,,,,Face-to-face,,open,Graduate
LAS w398R MASTER'S REPORT-WB  (Whole term),80590,,,,Internet,,open,Graduate
LAS w399W DISSERTATION  (Whole term),80595,,,,Face-to-face,,open,Graduate
LAS w699W DISSERTATION  (Whole term),80600,,,,Face-to-face,,open,Graduate
LAS w999W DISSERTATION  (Whole term),80605,,,,Face-to-face,,open,Graduate
LAS s382 CONF CRS IN LAT AM STUDIES-WB  (Second term),80615,,,,Internet,,open,Graduate
LAT f506 FIRST-YEAR LATIN I-WB  (First term),78845,,,,Internet,,open,Lower
LAT s507 FIRST-YEAR LATIN II-WB  (Second term),78880,,,,Internet,,open,Lower
LAT s370 ADVANCED CONFERENCE COURSE  (Second term),78885,,,,Face-to-face,,open,Upper
LAT f386 CONFERENCE COURSE IN LATIN LIT  (First term),78850,,,,Face-to-face,,open,Graduate
LAT f386L CONF COURSE IN LATIN LANG-WB  (First term),78855,,,,Internet,,open,Graduate
LAT w398R MASTER'S REPORT  (Whole term),78860,,,,Face-to-face,,open,Graduate
LAT w399W DISSERTATION  (Whole term),78865,,,,Face-to-face,,open,Graduate
LAT w699W DISSERTATION  (Whole term),78870,,,,Face-to-face,,open,Graduate
LAT w999W DISSERTATION  (Whole term),78875,,,,Face-to-face,,open,Graduate
LAT s386 CONFERENCE COURSE IN LATIN LIT  (Second term),78890,,,,Face-to-face,,open,Graduate
LAT s386L CONF COURSE IN LATIN LANG-WB  (Second term),78895,,,,Internet,,open,Graduate
LAW w197L DIRECTED RESEARCH AND STUDY  (Whole term),77180,,,,Face-to-face,,open,Graduate
LAW w297L DIRECTED RESEARCH AND STUDY  (Whole term),77185,,,,Face-to-face,,open,Graduate
LAW w397L DIRECTED RESEARCH AND STUDY  (Whole term),77190,,,,Face-to-face,,open,Graduate
LAW w397P INTERNSHIP: JUDICIAL  (Whole term),77195,,,,Face-to-face,"BEHARA, SRINIVAS",open,Graduate
LAW w097Q CAREER EXPERIENCES  (Whole term),77200,,,,Face-to-face,,open,Graduate
"LAW w197W CLINIC, ADVANCED  (Whole term)",77205,,,,Face-to-face,,open,Graduate
"LAW w297W CLINIC, ADVANCED  (Whole term)",77210,,,,Face-to-face,,open,Graduate
"LAW w397W CLINIC, ADVANCED  (Whole term)",77215,,,,Face-to-face,,open,Graduate
LEB n320F FNDTNS OF BUSN LAW/ETHICS-WB  (Nine week term),71175,,,,Internet,"BREDESON, DEAN A",open,Upper
LEB f323 BUSINESS LAW AND ETHICS-GBR  (First term),71180,,,,Face-to-face,,cancelled,Upper
LEB f323 BUSINESS LAW AND ETHICS-WB  (First term),71185,MTWTH,9:30 a.m.-11:30 a.m.,,Internet,"QUINTANILLA, DAVID",waitlisted,Upper
LEB f334M HEALTHCARE LAW AND POLICY-WB  (First term),71190,MTWTH,10:00 a.m.-12:00 p.m.,,Internet,"COMOLA, JON R",waitlisted,Upper
LEB s380 30-LEGAL ENVIR BUSN FOR MPA'S  (Second term),71195,MTWTH,12:00 p.m.-2:00 p.m.,RRH 3.414,Face-to-face,"BREDESON, DEAN A",open; reserved,Graduate
LIN f306 INTRO TO THE STUDY OF LANG-WB  (First term),80755,,,,Internet,,open,Lower
LIN f313 LANGUAGE AND COMPUTERS-WB  (First term),80760,MTWTHF,1:00 p.m.-2:30 p.m.,,Internet,,open,Lower
LIN f395 CONF COURSE IN LINGUISTICS  (First term),80765,,,,Face-to-face,,open,Graduate
LIN w698A THESIS  (Whole term),80770,,,,Face-to-face,,open,Graduate
LIN w698B THESIS  (Whole term),80775,,,,Face-to-face,,open,Graduate
LIN w398R MASTER'S REPORT  (Whole term),80780,,,,Face-to-face,,open,Graduate
LIN w399W DISSERTATION  (Whole term),80785,,,,Face-to-face,,open,Graduate
LIN w699W DISSERTATION  (Whole term),80790,,,,Face-to-face,,open,Graduate
LIN w999W DISSERTATION  (Whole term),80795,,,,Face-to-face,,open,Graduate
LIN s395 CONF COURSE IN LINGUISTICS  (Second term),80800,,,,Face-to-face,,open,Graduate
M f302 INTRODUCTION TO MATHEMATICS  (First term),85460,MTWTHF,11:30 a.m.-1:00 p.m.,CPE 2.220,Face-to-face,,open,Lower
M w408C DIFFEREN AND INTEGRAL CALCULUS  (Whole term),85465,MWF TTH,10:00 a.m.-11:30 a.m. 10:00 a.m.-11:30 a.m.,PAI 3.02 CPE 2.216,Face-to-face,,open,Lower
M w408C DIFFEREN AND INTEGRAL CALCULUS  (Whole term),85470,MWF TTH,10:00 a.m.-11:30 a.m. 11:30 a.m.-1:00 p.m.,PAI 3.02 CPE 2.216,Face-to-face,,open,Lower
"M w408D SEQ, SERIES, AND MULTIVAR CALC  (Whole term)",85475,MWF TTH,11:30 a.m.-1:00 p.m. 10:00 a.m.-11:30 a.m.,CPE 2.208 CPE 2.212,Face-to-face,,open,Lower
"M w408D SEQ, SERIES, AND MULTIVAR CALC  (Whole term)",85480,MWF TTH,11:30 a.m.-1:00 p.m. 11:30 a.m.-1:00 p.m.,CPE 2.208 CPE 2.212,Face-to-face,,open,Lower
M f325K DISCRETE MATHEMATICS  (First term),85485,MTWTHF,2:30 p.m.-4:00 p.m.,CPE 2.220,Face-to-face,,open,Upper
M w427J DIFF EQNS WITH LINEAR ALGEBRA  (Whole term),85490,MWF TTH,10:00 a.m.-11:30 a.m. 10:00 a.m.-11:30 a.m.,ECJ 1.202 ECJ 1.202,Face-to-face,,open,Upper
M w427L ADV CALCULUS FOR APPLICATNS II  (Whole term),85495,MWF TTH,1:00 p.m.-2:30 p.m. 1:00 p.m.-2:30 p.m.,ECJ 1.202 ECJ 1.202,Face-to-face,,open,Upper
M f328K INTRODUCTION TO NUMBER THEORY  (First term),85500,MTWTHF,11:30 a.m.-1:00 p.m.,CPE 2.206,Face-to-face,,waitlisted,Upper
M f340L MATRICES AND MATRIX CALCULATNS  (First term),85505,MTWTHF,10:00 a.m.-11:30 a.m.,CPE 2.208,Face-to-face,,open,Upper
M f361K INTRODUCTION TO REAL ANALYSIS  (First term),85509,MTWTHF,10:00 a.m.-11:30 a.m.,CPE 2.220,Face-to-face,"WOLESENSKY, WILLIAM R",open,Upper
M f362K PROBABILITY I  (First term),85510,MTWTHF,1:00 p.m.-2:30 p.m.,CPE 2.220,Face-to-face,,waitlisted,Upper
M f175 CONFERENCE COURSE  (First term),85515,,,,Face-to-face,,open,Upper
M f275 CONFERENCE COURSE  (First term),85520,,,,Face-to-face,,open,Upper
M f375 CONFERENCE COURSE  (First term),85525,,,,Face-to-face,,open,Upper
M s325K DISCRETE MATHEMATICS  (Second term),85550,MTWTHF,11:30 a.m.-1:00 p.m.,CPE 2.220,Face-to-face,,open,Upper
M s361K INTRODUCTION TO REAL ANALYSIS  (Second term),85555,MTWTHF,10:00 a.m.-11:30 a.m.,,Face-to-face,,cancelled,Upper
M s175 CONFERENCE COURSE  (Second term),85560,,,,Face-to-face,,open,Upper
M s375 CONFERENCE COURSE  (Second term),85565,,,,Face-to-face,,open,Upper
M s475 CONFERENCE COURSE  (Second term),85570,,,,Face-to-face,,open,Upper
M s379H HONORS TUTORIAL COURSE  (Second term),85575,,,,Face-to-face,,open,Upper
M w396D CONFERENCE COURSE  (Whole term),85530,,,,Face-to-face,,open; reserved,Graduate
M w698B THESIS  (Whole term),85535,,,,Face-to-face,,open,Graduate
M w398R MASTER'S REPORT  (Whole term),85540,,,,Face-to-face,,open,Graduate
M w399W DISSERTATION  (Whole term),85545,,,,Face-to-face,,open,Graduate
M E n314D DYNAMICS-ESP  (Nine week term),75564,,,,Face-to-face,"CONNOLLY, THOMAS J",open,Lower
M E n334 MATERIALS ENGINEERING  (Nine week term),75570,MWF,9:00 a.m.-11:00 a.m.,ETC 7.146,Face-to-face,"DAVIES, DEREK WILLIAM",open; reserved,Upper
M E n134L MATERIALS ENGINEERING LAB  (Nine week term),75575,M MW,5:00 p.m.-6:00 p.m. 2:00 p.m.-5:00 p.m.,ETC 7.146 ETC 8.140,Face-to-face,"DAVIES, DEREK WILLIAM",open; reserved,Upper
M E f338 MACHINE ELEMENTS  (First term),75579,MTWTHF,9:30 a.m.-11:00 a.m.,ETC 3.142,Face-to-face,"KEENA, JOSHUA M",open; reserved,Upper
M E w338 MACHINE ELEMENTS  (Whole term),75580,MW,2:00 p.m.-5:00 p.m.,ETC 7.146,Face-to-face,"KEENA, JOSHUA M",cancelled,Upper
M E n344 DYNAMIC SYSTEMS AND CONTROLS  (Nine week term),75585,MW,9:00 a.m.-12:00 p.m.,ETC 3.108,Face-to-face,"RODRIGUEZ, ADRIAN",open; reserved,Upper
M E w144L DYNAMIC SYSTEMS & CONTROLS LAB  (Whole term),75590,TH T,12:00 p.m.-1:00 p.m. 1:00 p.m.-3:00 p.m.,ETC 3.108 ETC 4.160,Face-to-face,"LONGORIA, RAUL G",open; reserved,Upper
M E f361F RADIATION & RAD PROTECTION LAB  (First term),75594,MTWTHF,1:00 p.m.-4:00 p.m.,NEL 2.106,Face-to-face,"LANDSBERGER, SHELDON",open,Upper
M E f361F RADIATION/RAD PROTECTION LAB  (First term),75595,MTWTHF,9:00 a.m.-12:00 p.m.,NEL 2.106,Face-to-face,"LANDSBERGER, SHELDON",waitlisted,Upper
M E w266K MECHANICAL ENGR DESIGN PROJECT  (Whole term),75600,MW,2:00 p.m.-5:00 p.m.,ETC 3.108,Face-to-face,"FEY, NICHOLAS P",open; reserved,Upper
M E w266P DESIGN PROJECT LABORATORY  (Whole term),75605,MW,5:00 p.m.-7:30 p.m.,ETC 3.142,Face-to-face,"FEY, NICHOLAS P",open; reserved,Upper
M E w266P DESIGN PROJECT LABORATORY  (Whole term),75610,MW,11:30 a.m.-2:00 p.m.,ETC 3.142,Face-to-face,"FEY, NICHOLAS P",waitlisted,Upper
M E w277K PROJECTS IN MECHANICAL ENGR  (Whole term),75615,,,,Face-to-face,,open; reserved,Upper
M E w377K PROJECTS IN MECHANICAL ENGR  (Whole term),75620,,,,Face-to-face,,open; reserved,Upper
M E s335 ENGINEERING STATISTICS  (Second term),75705,MWF,10:00 a.m.-12:30 p.m.,ETC 3.112,Face-to-face,"HASENBEIN, JOHN J",waitlisted,Upper
M E s353 ENGINEERING FINANCE  (Second term),75710,MWF,1:00 p.m.-3:30 p.m.,ETC 3.112,Face-to-face,"KUTANOGLU, ERHAN",waitlisted,Upper
M E f280M RESEARCH  (First term),75625,,,,Face-to-face,,open,Graduate
M E n380M RESEARCH  (Nine week term),75630,,,,Face-to-face,,open,Graduate
M E w380M RESEARCH  (Whole term),75635,,,,Face-to-face,,open,Graduate
M E w384M FLUID MECH IN INDUSTRL PROCESS  (Whole term),75640,,,,Multiple or Other Electronic Media,"BAHADUR, VAIBHAV",closed,Graduate
M E w384M FLUID MECH IN INDUSTRL PROCESS  (Whole term),75645,,,,Multiple or Other Electronic Media,"BAHADUR, VAIBHAV",closed,Graduate
M E f390N HEALTH PHYSICS LABORATORY  (First term),75650,MTWTHF,9:00 a.m.-12:00 p.m.,NEL 2.106,Face-to-face,"LANDSBERGER, SHELDON",closed,Graduate
M E f390N HEALTH PHYSICS LABORATORY  (First term),75654,MTWTHF,1:00 p.m.-4:00 p.m.,NEL 2.106,Face-to-face,"LANDSBERGER, SHELDON",open,Graduate
M E w391M INTRO TO MANUFACTURING SYS  (Whole term),75655,,,,Multiple or Other Electronic Media,"BRYANT, MICHAEL DAVID",closed,Graduate
M E w391M INTRO TO MANUFACTURING SYS  (Whole term),75660,,,,Multiple or Other Electronic Media,"BRYANT, MICHAEL DAVID",open; reserved,Graduate
M E w397M GRADUATE RESEARCH INTERNSHIP  (Whole term),75665,,,,Face-to-face,,open; reserved,Graduate
M E w397P PROJECTS IN MECHANICAL ENGR  (Whole term),75670,,,,Face-to-face,,open; reserved,Graduate
M E w698A THESIS  (Whole term),75675,,,,Face-to-face,,open,Graduate
M E w698B THESIS  (Whole term),75680,,,,Face-to-face,,open,Graduate
M E w398R MASTER'S REPORT  (Whole term),75685,,,,Face-to-face,,open,Graduate
M E w399W DISSERTATION  (Whole term),75690,,,,Face-to-face,,open,Graduate
M E w699W DISSERTATION  (Whole term),75695,,,,Face-to-face,,open; reserved,Graduate
M E w999W DISSERTATION  (Whole term),75700,,,,Face-to-face,,open; reserved,Graduate
M E s180M RESEARCH  (Second term),75715,,,,Face-to-face,,open,Graduate
M E s380M RESEARCH  (Second term),75720,,,,Face-to-face,,open,Graduate
MAN n320F FNDTNS MGMT/ORG BEHAVIOR-WB  (Nine week term),71660,,,,Internet,"LOESCHER, KRISTIE J",waitlisted,Upper
MAN f336 ORGANIZATIONAL BEHAVIOR  (First term),71665,MTWTH,2:00 p.m.-4:00 p.m.,GSB 5.142A,Face-to-face,"HAMEL, MOLLY",open,Upper
MAN f336H ORGNZATNL BEHAVIOR: HONORS-DEN  (First term),71670,,,,Face-to-face,"RUSE, DONALD H",closed,Upper
MAN w340 LEADERSHIP/URB ENGAGEMNT-UTNY  (Whole term),71675,W,3:00 p.m.-5:00 p.m.,NY1 1520,Hybrid or Blended,"ECKSTEIN, ALICE",open; reserved,Upper
MAN s374 GENERAL MANAGEMENT/STRATEGY  (Second term),71700,MTWTH,9:00 a.m.-11:00 a.m.,GSB 2.120,Face-to-face,"SAGRILLA, JOE",waitlisted,Upper
MAN f283 27-ADVOCACY FOR EXECS-EMBA  (First term),71680,,,,Face-to-face,"DALY, JOHN A",cancelled,Graduate
MAN n283 27-ADVOCACY FOR EXECS-EMBA  (Nine week term),71684,,,,Face-to-face,"DALY, JOHN A",open; reserved,Graduate
MAN w399W DISSERTATION  (Whole term),71685,,,,Face-to-face,,open,Graduate
MAN w699W DISSERTATION  (Whole term),71690,,,,Face-to-face,,open,Graduate
MAN w999W DISSERTATION  (Whole term),71695,,,,Face-to-face,,open,Graduate
MAN s383 20-ART/SCI OF NEGOTIATION-MPA  (Second term),71705,TTH,2:00 p.m.-6:00 p.m.,RRH 3.414,Face-to-face,"WILT, RANDOLPH",open; reserved,Graduate
MAS f301 INTR MEX AM LATNA/O STUDIES-WB  (First term),80920,,,,Internet,"MINICH, JULIE A",open,Lower
MAS f316 HIST OF MEXICAN AMERS IN US-WB  (First term),80925,,,,Internet,"SCOTT, ALINA ISABELLA",open,Lower
MAS s319 3-LATINX HISTORIES-WB  (Second term),80980,,,,Internet,"ROSAS, LILIA",open,Lower
MAS f320C POWER/PLACE MAKING TX HIST-WB  (First term),80930,,,,Internet,"GORDON-GARTH, ISHAN E",cancelled,Upper
MAS w373 INDEPENDENT RESEARCH  (Whole term),80935,,,,Face-to-face,,open,Upper
MAS w382 CONF CRS MEXICAN AMER STDS-WB  (Whole term),80940,,,,Internet,,open,Graduate
MAS w399W DISSERTATION-WB  (Whole term),80965,,,,Internet,,open,Graduate
MBS n226L GENERAL MICROBIOLOGY LAB  (Nine week term),85720,M TTH,12:30 p.m.-2:00 p.m. 12:00 p.m.-3:00 p.m.,BUR 216 BME 2.106,Face-to-face,"CAMBRONNE, ERIC D",waitlisted,Upper
MBS n226L GENERAL MICROBIOLOGY LAB  (Nine week term),85725,M TTH,12:30 p.m.-2:00 p.m. 12:00 p.m.-3:00 p.m.,BUR 216 BME 2.204,Face-to-face,"CAMBRONNE, ERIC D",waitlisted,Upper
MBS n226L GENERAL MICROBIOLOGY LAB  (Nine week term),85730,M TTH,12:30 p.m.-2:00 p.m. 12:00 p.m.-3:00 p.m., ,Face-to-face,,cancelled,Upper
MBS f326M INTRO MEDICAL MICRO/IMMUNOL-WB  (First term),85735,MTWTHF,10:00 a.m.-11:30 a.m.,,Internet,"KIM, HYUNJU",open,Upper
MBS f326R GENERAL MICROBIOLOGY-WB  (First term),85740,MTWTHF,10:00 a.m.-11:30 a.m.,,Internet,"WILSON, MICHAEL",open,Upper
MBS f344 MOLECULAR BIOLOGY-WB  (First term),85745,MTWTHF,10:00 a.m.-11:30 a.m.,,Internet,"STEVENS, SCOTT W",open,Upper
MBS w377 UNDERGRADUATE RESEARCH  (Whole term),85750,,,,Face-to-face,,open; reserved,Upper
MBS w379H HONORS TUTORIAL COURSE  (Whole term),85754,,,,Face-to-face,,open; reserved,Upper
MBS s320 CELL BIOLOGY-WB  (Second term),85755,MTWTHF,11:30 a.m.-1:00 p.m.,,Internet,"RUIZ, JULIO CESAR",waitlisted,Upper
MBS s326R GENERAL MICROBIOLOGY-WB  (Second term),85760,MTWTHF,10:00 a.m.-11:30 a.m.,,Internet,"PARTRIDGE, JONATHAN DAVID",waitlisted,Upper
MDV w399W DISSERTATION-WB  (Whole term),80855,,,,Internet,,open,Graduate
MDV w699W DISSERTATION-WB  (Whole term),80860,,,,Internet,,open,Graduate
MDV w999W DISSERTATION-WB  (Whole term),80865,,,,Internet,,open,Graduate
MEL f389 CONF CRS MID EAST LANGS & CULS  (First term),81125,,,,Face-to-face,,open,Graduate
MEL w389 CONF CRS MID EAST LANGS & CULS  (Whole term),81130,,,,Face-to-face,,open,Graduate
MEL f393 COMPREHENSIVE EXAM PREP  (First term),81135,,,,Face-to-face,,open,Graduate
MEL w393 COMPREHENSIVE EXAM PREP  (Whole term),81140,,,,Face-to-face,,open,Graduate
MEL w698A THESIS  (Whole term),81145,,,,Face-to-face,,open,Graduate
MEL w698B THESIS  (Whole term),81150,,,,Face-to-face,,open,Graduate
MEL w398R MASTER'S REPORT  (Whole term),81155,,,,Face-to-face,,open,Graduate
MEL w399W DISSERTATION  (Whole term),81160,,,,Face-to-face,,open,Graduate
MEL w699W DISSERTATION  (Whole term),81165,,,,Face-to-face,,open,Graduate
MEL w999W DISSERTATION  (Whole term),81170,,,,Face-to-face,,open,Graduate
MEL s389 CONF CRS MID EAST LANGS & CULS  (Second term),81175,,,,Face-to-face,,open,Graduate
MEL s393 COMPREHENSIVE EXAM PREP  (Second term),81180,,,,Face-to-face,,open,Graduate
