course,unique,days,hour,room,instruction_mode,instructor,status,level
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51120,W W,11:00 a.m.-12:00 p.m. 1:00 p.m.-5:00 p.m.,PAR 203 BME 2.508,Face-to-face,"GONZALEZ, LAURA I",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51125,W TH,11:00 a.m.-12:00 p.m. 12:30 p.m.-4:30 p.m.,PAR 203 BME 2.508,Face-to-face,"GONZALEZ, LAURA I",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51130,MW,9:00 a.m.-11:00 a.m.,PAI 1.08,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51135,MW,9:00 a.m.-11:00 a.m.,PAI 1.18,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51140,MW,9:00 a.m.-11:00 a.m.,PAI 1.24,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51145,TTH,9:00 a.m.-11:00 a.m.,PAI 1.08,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51150,TTH,9:00 a.m.-11:00 a.m.,PAI 1.18,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51155,TTH,9:00 a.m.-11:00 a.m.,PAI 1.24,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51160,MW,11:00 a.m.-1:00 p.m.,PAI 1.08,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51165,MW,11:00 a.m.-1:00 p.m.,PAI 1.18,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51170,MW,11:00 a.m.-1:00 p.m.,PAI 1.24,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51175,TTH,11:00 a.m.-1:00 p.m.,PAI 1.08,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51180,TTH,11:00 a.m.-1:00 p.m.,PAI 1.18,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51185,TTH,11:00 a.m.-1:00 p.m.,PAI 1.24,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51190,MW,1:00 p.m.-3:00 p.m.,PAI 1.08,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51195,MW,1:00 p.m.-3:00 p.m.,PAI 1.18,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51200,MW,1:00 p.m.-3:00 p.m.,PAI 1.24,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51205,TTH,1:00 p.m.-3:00 p.m.,PAI 1.08,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51210,TTH,1:00 p.m.-3:00 p.m.,PAI 1.18,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51215,TTH,1:00 p.m.-3:00 p.m.,PAI 1.24,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51220,MW,3:00 p.m.-5:00 p.m.,PAI 1.08,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51225,MW,3:00 p.m.-5:00 p.m.,PAI 1.18,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51230,MW,3:00 p.m.-5:00 p.m.,PAI 1.24,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51235,TTH,3:00 p.m.-5:00 p.m.,PAI 1.08,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51240,TTH,3:00 p.m.-5:00 p.m.,PAI 1.18,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51245,TTH,3:00 p.m.-5:00 p.m.,PAI 1.24,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51250,MW,5:00 p.m.-7:00 p.m.,PAI 1.08,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51255,MW,5:00 p.m.-7:00 p.m.,PAI 1.18,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51260,MW,5:00 p.m.-7:00 p.m.,PAI 1.24,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51265,TTH,5:00 p.m.-7:00 p.m.,PAI 1.08,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51270,TTH,5:00 p.m.-7:00 p.m.,PAI 1.18,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L INTRO LAB EXPERIMENTS IN BIOL,51275,TTH,5:00 p.m.-7:00 p.m.,PAI 1.24,Face-to-face,"MAAS, MARTHA M",waitlisted,Lower
BIO  206L LAB EXP BIO: STRC/FUNC ORG-FRI,51280,M,7:00 a.m.-8:00 a.m.,NHB 1.310,Face-to-face,"YANG, SOO HYUN",open; reserved,Lower
BIO  206L LAB EXP BIO: STRC/FUNC ORG-FRI,51285,M,7:00 a.m.-8:00 a.m.,PAI 2.01,Face-to-face,"POTEET, MARY F",open; reserved,Lower
BIO  206L LAB EXP BIO: STRC/FUNC ORG-FRI,51290,M,7:00 a.m.-8:00 a.m.,PAI 2.10,Face-to-face,"DINKELOO, KASIA J",open; reserved,Lower
BIO  206L LAB EXP BIO: STRC/FUNC ORG-FRI,51295,M,7:00 a.m.-8:00 a.m.,PAI 2.14,Face-to-face,"BECKHAM, JOSH T",open; reserved,Lower
BIO  206L LAB EXP BIO: STRC/FUNC ORG-FRI,51300,T,7:00 a.m.-8:00 a.m.,BME 2.506,Face-to-face,"HANSEN, ANNE K",open; reserved,Lower
BIO  206L LAB EXP BIO: STRC/FUNC ORG-FRI,51305,T,7:00 a.m.-8:00 a.m.,NHB 1.310,Face-to-face,"MISHLER, DENNIS MICHAEL",open; reserved,Lower
BIO  206L LAB EXP BIO: STRC/FUNC ORG-FRI,51310,T,7:00 a.m.-8:00 a.m.,PAI 2.01,Face-to-face,"SHEAR, RUTH I",open; reserved,Lower
BIO  206L LAB EXP BIO: STRC/FUNC ORG-FRI,51315,T,7:00 a.m.-8:00 a.m.,PAI 2.14,Face-to-face,"STOVALL, GWENDOLYN M",open; reserved,Lower
BIO  206L LAB EXP BIO: STRC/FUNC ORG-FRI,51320,W,7:00 a.m.-8:00 a.m.,PAI 2.01,Face-to-face,"REICHLER, STUART A",open; reserved,Lower
BIO  206L LAB EXP BIO: STRC/FUNC ORG-FRI,51325,W,7:00 a.m.-8:00 a.m.,PAI 2.03,Face-to-face,"RIEDEL, TIMOTHY E",open; reserved,Lower
BIO  206L LAB EXP BIO: STRC/FUNC ORG-FRI,51330,W,7:00 a.m.-8:00 a.m.,WEL 3.302,Face-to-face,"MACKRELL, ALBERT JAMES",open; reserved,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51335,TTH W,12:30 p.m.-2:00 p.m. 12:00 p.m.-1:00 p.m.,WEL 1.308 JES A209A,Face-to-face,"ENGLER, HELENE S",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51340,TTH W,12:30 p.m.-2:00 p.m. 1:00 p.m.-2:00 p.m.,WEL 1.308 JES A209A,Face-to-face,"ENGLER, HELENE S",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51345,TTH T,12:30 p.m.-2:00 p.m. 2:00 p.m.-3:00 p.m.,WEL 1.308 WAG 208,Face-to-face,"ENGLER, HELENE S",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51350,TTH W,12:30 p.m.-2:00 p.m. 2:00 p.m.-3:00 p.m.,WEL 1.308 JES A209A,Face-to-face,"ENGLER, HELENE S",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51355,TTH T,12:30 p.m.-2:00 p.m. 3:30 p.m.-4:30 p.m.,WEL 1.308 GDC 6.202,Face-to-face,"ENGLER, HELENE S",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51360,TTH T,12:30 p.m.-2:00 p.m. 4:30 p.m.-5:30 p.m.,WEL 1.308 GDC 2.410,Face-to-face,"ENGLER, HELENE S",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51365,MW W,8:00 a.m.-9:30 a.m. 11:00 a.m.-12:00 p.m.,GSB 2.124 JES A209A,Face-to-face,"HANSEN, DEBRA R",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51370,MW W,8:00 a.m.-9:30 a.m. 12:00 p.m.-1:00 p.m.,GSB 2.124 ECJ 1.308,Face-to-face,"HANSEN, DEBRA R",waitlisted,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51375,MW W,8:00 a.m.-9:30 a.m. 1:00 p.m.-2:00 p.m.,GSB 2.124 ECJ 1.304,Face-to-face,"HANSEN, DEBRA R",waitlisted,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51380,MW TH,8:00 a.m.-9:30 a.m. 1:00 p.m.-2:00 p.m.,GSB 2.124 JGB 2.202,Face-to-face,"HANSEN, DEBRA R",waitlisted,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51385,MW TH,8:00 a.m.-9:30 a.m. 2:00 p.m.-3:00 p.m.,GSB 2.124 WAG 208,Face-to-face,"HANSEN, DEBRA R",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51390,MW TH,8:00 a.m.-9:30 a.m. 3:30 p.m.-4:30 p.m.,GSB 2.124 WAG 208,Face-to-face,"HANSEN, DEBRA R",waitlisted,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51395,MWF TH,9:00 a.m.-10:00 a.m. 8:30 a.m.-9:30 a.m.,WEL 2.122 JES A207A,Face-to-face,"ZHONG, MIN",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51400,MWF W,9:00 a.m.-10:00 a.m. 11:00 a.m.-12:00 p.m.,WEL 2.122 GDC 6.202,Face-to-face,"ZHONG, MIN",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51405,MWF TH,9:00 a.m.-10:00 a.m. 12:30 p.m.-1:30 p.m.,WEL 2.122 MEZ 1.102,Face-to-face,"ZHONG, MIN",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51410,MWF W,9:00 a.m.-10:00 a.m. 1:00 p.m.-2:00 p.m.,WEL 2.122 MEZ 2.124,Face-to-face,"ZHONG, MIN",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51415,MWF W,9:00 a.m.-10:00 a.m. 2:00 p.m.-3:00 p.m.,WEL 2.122 PAR 208,Face-to-face,"ZHONG, MIN",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51420,MWF W,9:00 a.m.-10:00 a.m. 3:00 p.m.-4:00 p.m.,WEL 2.122 PMA 5.112,Face-to-face,"ZHONG, MIN",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51425,TTH F,9:30 a.m.-11:00 a.m. 9:00 a.m.-10:00 a.m.,GEA 105 JES A307A,Face-to-face,"PARTRIDGE, JONATHAN DAVID",waitlisted,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51430,TTH F,9:30 a.m.-11:00 a.m. 10:00 a.m.-11:00 a.m.,GEA 105 JES A307A,Face-to-face,"PARTRIDGE, JONATHAN DAVID",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51435,TTH F,9:30 a.m.-11:00 a.m. 11:00 a.m.-12:00 p.m.,GEA 105 JES A307A,Face-to-face,"PARTRIDGE, JONATHAN DAVID",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51440,TTH TH,9:30 a.m.-11:00 a.m. 11:30 a.m.-12:30 p.m.,GEA 105 PAR 208,Face-to-face,"PARTRIDGE, JONATHAN DAVID",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51445,TTH F,9:30 a.m.-11:00 a.m. 12:00 p.m.-1:00 p.m.,GEA 105 JES A307A,Face-to-face,"PARTRIDGE, JONATHAN DAVID",open; reserved,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51450,TTH TH,9:30 a.m.-11:00 a.m. 2:00 p.m.-3:00 p.m.,GEA 105 PAR 301,Face-to-face,"PARTRIDGE, JONATHAN DAVID",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51455,MW TH,9:30 a.m.-11:00 a.m. 8:30 a.m.-9:30 a.m.,GSB 2.124 JES A215A,Face-to-face,"HANSEN, DEBRA R",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51460,MW TH,9:30 a.m.-11:00 a.m. 9:30 a.m.-10:30 a.m.,GSB 2.124 JES A215A,Face-to-face,"HANSEN, DEBRA R",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51465,MW TH,9:30 a.m.-11:00 a.m. 11:00 a.m.-12:00 p.m.,GSB 2.124 JES A215A,Face-to-face,"HANSEN, DEBRA R",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51470,MW W,9:30 a.m.-11:00 a.m. 1:00 p.m.-2:00 p.m.,GSB 2.124 JES A218A,Face-to-face,"HANSEN, DEBRA R",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51475,MW W,9:30 a.m.-11:00 a.m. 2:00 p.m.-3:00 p.m.,GSB 2.124 JES A216A,Face-to-face,"HANSEN, DEBRA R",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51480,MW W,9:30 a.m.-11:00 a.m. 3:00 p.m.-4:00 p.m.,GSB 2.124 JES A216A,Face-to-face,"HANSEN, DEBRA R",open; reserved,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51485,MWF T,10:00 a.m.-11:00 a.m. 8:30 a.m.-9:30 a.m.,PAI 3.02 GDC 2.410,Face-to-face,"SATHASIVAN, KANAGASABAPAT",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51490,MWF T,10:00 a.m.-11:00 a.m. 9:30 a.m.-10:30 a.m.,PAI 3.02 PMA 7.112,Face-to-face,"SATHASIVAN, KANAGASABAPAT",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51495,MWF T,10:00 a.m.-11:00 a.m. 11:00 a.m.-12:00 p.m.,PAI 3.02 GDC 2.410,Face-to-face,"SATHASIVAN, KANAGASABAPAT",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51500,MWF T,10:00 a.m.-11:00 a.m. 1:00 p.m.-2:00 p.m.,PAI 3.02 GDC 2.410,Face-to-face,"SATHASIVAN, KANAGASABAPAT",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51505,MWF T,10:00 a.m.-11:00 a.m. 2:00 p.m.-3:00 p.m.,PAI 3.02 GDC 2.410,Face-to-face,"SATHASIVAN, KANAGASABAPAT",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51510,MWF T,10:00 a.m.-11:00 a.m. 3:30 p.m.-4:30 p.m.,PAI 3.02 GDC 2.410,Face-to-face,"SATHASIVAN, KANAGASABAPAT",waitlisted,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51515,MWF W,11:00 a.m.-12:00 p.m. 12:00 p.m.-1:00 p.m.,GEA 105 PMA 5.112,Face-to-face,"ZHONG, MIN",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51520,MWF W,11:00 a.m.-12:00 p.m. 1:00 p.m.-2:00 p.m.,GEA 105 PMA 5.112,Face-to-face,"ZHONG, MIN",waitlisted,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51525,MWF TH,11:00 a.m.-12:00 p.m. 1:00 p.m.-2:00 p.m.,GEA 105 MEZ 1.216,Face-to-face,"ZHONG, MIN",open,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51530,MWF W,11:00 a.m.-12:00 p.m. 2:00 p.m.-3:00 p.m.,GEA 105 PMA 5.122,Face-to-face,"ZHONG, MIN",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51535,MWF TH,11:00 a.m.-12:00 p.m. 2:00 p.m.-3:00 p.m.,GEA 105 JES A307A,Face-to-face,"ZHONG, MIN",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51540,MWF TH,11:00 a.m.-12:00 p.m. 3:30 p.m.-4:30 p.m.,GEA 105 JES A217A,Face-to-face,"ZHONG, MIN",open,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51545,MWF W,11:00 a.m.-12:00 p.m. 12:00 p.m.-1:00 p.m.,GSB 2.124 PMA 5.124,Face-to-face,"FRITZ, JENNIFER H",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51550,MWF W,11:00 a.m.-12:00 p.m. 1:00 p.m.-2:00 p.m.,GSB 2.124 PMA 5.124,Face-to-face,"FRITZ, JENNIFER H",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51555,MWF W,11:00 a.m.-12:00 p.m. 2:00 p.m.-3:00 p.m.,GSB 2.124 PMA 5.124,Face-to-face,"FRITZ, JENNIFER H",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51560,MWF W,11:00 a.m.-12:00 p.m. 3:00 p.m.-4:00 p.m.,GSB 2.124 PMA 5.122,Face-to-face,"FRITZ, JENNIFER H",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51565,MWF W,11:00 a.m.-12:00 p.m. 4:00 p.m.-5:00 p.m.,GSB 2.124 PMA 5.122,Face-to-face,"FRITZ, JENNIFER H",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51570,MWF W,11:00 a.m.-12:00 p.m. 5:00 p.m.-6:00 p.m.,GSB 2.124 PMA 5.126,Face-to-face,"FRITZ, JENNIFER H",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51575,TTH W,3:30 p.m.-5:00 p.m. 3:00 p.m.-4:00 p.m.,WEL 1.316 CMA 3.114,Face-to-face,"ENGLER, HELENE S",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51580,TTH W,3:30 p.m.-5:00 p.m. 4:00 p.m.-5:00 p.m.,WEL 1.316 PHR 2.116,Face-to-face,"ENGLER, HELENE S",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51585,TTH W,3:30 p.m.-5:00 p.m. 5:00 p.m.-6:00 p.m.,WEL 1.316 BUR 216,Face-to-face,"ENGLER, HELENE S",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51590,TTH TH,3:30 p.m.-5:00 p.m. 8:30 a.m.-9:30 a.m.,WEL 1.316 JES A216A,Face-to-face,"ENGLER, HELENE S",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51593,TTH TH,3:30 p.m.-5:00 p.m. 9:30 a.m.-10:30 a.m.,WEL 1.316 JES A216A,Face-to-face,"ENGLER, HELENE S",open; reserved,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51594,TTH TH,3:30 p.m.-5:00 p.m. 11:00 a.m.-12:00 p.m.,WEL 1.316 GDC 4.304,Face-to-face,"ENGLER, HELENE S",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51595,MWF W,12:00 p.m.-1:00 p.m. 3:00 p.m.-4:00 p.m.,GSB 2.124 GAR 0.128,Face-to-face,"FRITZ, JENNIFER H",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51600,MWF TH,12:00 p.m.-1:00 p.m. 3:00 p.m.-4:00 p.m.,GSB 2.124 JES A216A,Face-to-face,"FRITZ, JENNIFER H",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51605,MWF W,12:00 p.m.-1:00 p.m. 4:00 p.m.-5:00 p.m.,GSB 2.124 GDC 4.302,Face-to-face,"FRITZ, JENNIFER H",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51610,MWF TH,12:00 p.m.-1:00 p.m. 4:00 p.m.-5:00 p.m.,GSB 2.124 PHR 2.114,Face-to-face,"FRITZ, JENNIFER H",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51615,MWF W,12:00 p.m.-1:00 p.m. 5:00 p.m.-6:00 p.m.,GSB 2.124 GDC 4.302,Face-to-face,"FRITZ, JENNIFER H",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51620,MWF TH,12:00 p.m.-1:00 p.m. 5:00 p.m.-6:00 p.m.,GSB 2.124 PHR 2.114,Face-to-face,"FRITZ, JENNIFER H",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51625,MWF W,12:00 p.m.-1:00 p.m. 9:00 a.m.-10:00 a.m.,PAI 3.02 GDC 2.410,Face-to-face,"SATHASIVAN, KANAGASABAPAT",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51630,MWF W,12:00 p.m.-1:00 p.m. 10:00 a.m.-11:00 a.m.,PAI 3.02 JGB 2.202,Face-to-face,"SATHASIVAN, KANAGASABAPAT",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51635,MWF M,12:00 p.m.-1:00 p.m. 2:00 p.m.-3:00 p.m.,PAI 3.02 GDC 1.406,Face-to-face,"SATHASIVAN, KANAGASABAPAT",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51640,MWF M,12:00 p.m.-1:00 p.m. 3:00 p.m.-4:00 p.m.,PAI 3.02 GDC 5.304,Face-to-face,"SATHASIVAN, KANAGASABAPAT",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51645,MWF M,12:00 p.m.-1:00 p.m. 4:00 p.m.-5:00 p.m.,PAI 3.02 GDC 1.406,Face-to-face,"SATHASIVAN, KANAGASABAPAT",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51650,MWF M,12:00 p.m.-1:00 p.m. 5:00 p.m.-6:00 p.m.,PAI 3.02 GDC 2.410,Face-to-face,"SATHASIVAN, KANAGASABAPAT",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51655,MWF TH,1:00 p.m.-2:00 p.m. 8:30 a.m.-9:30 a.m.,WEL 1.316 GDC 2.410,Face-to-face,"SATHASIVAN, KANAGASABAPAT",open,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51660,MWF TH,1:00 p.m.-2:00 p.m. 9:30 a.m.-10:30 a.m.,WEL 1.316 WAG 208,Face-to-face,"SATHASIVAN, KANAGASABAPAT",open,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51665,MWF TH,1:00 p.m.-2:00 p.m. 12:30 p.m.-1:30 p.m.,WEL 1.316 GDC 2.410,Face-to-face,"SATHASIVAN, KANAGASABAPAT",waitlisted,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51670,MWF TH,1:00 p.m.-2:00 p.m. 2:00 p.m.-3:00 p.m.,WEL 1.316 GDC 2.410,Face-to-face,"SATHASIVAN, KANAGASABAPAT",open,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51675,MWF W,1:00 p.m.-2:00 p.m. 3:00 p.m.-4:00 p.m.,WEL 1.316 GDC 5.304,Face-to-face,"SATHASIVAN, KANAGASABAPAT",open,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51680,MWF W,1:00 p.m.-2:00 p.m. 4:00 p.m.-5:00 p.m.,WEL 1.316 GDC 2.210,Face-to-face,"SATHASIVAN, KANAGASABAPAT",open,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51685,MWF F,2:00 p.m.-3:00 p.m. 8:00 a.m.-9:00 a.m.,GSB 2.124 GEA 127,Face-to-face,"FRITZ, JENNIFER H",open,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51690,MWF F,2:00 p.m.-3:00 p.m. 9:00 a.m.-10:00 a.m.,GSB 2.124 PHR 2.114,Face-to-face,"FRITZ, JENNIFER H",open,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51695,MWF F,2:00 p.m.-3:00 p.m. 10:00 a.m.-11:00 a.m.,GSB 2.124 PHR 2.114,Face-to-face,"FRITZ, JENNIFER H",open,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51700,MWF F,2:00 p.m.-3:00 p.m. 11:00 a.m.-12:00 p.m.,GSB 2.124 PHR 2.114,Face-to-face,"FRITZ, JENNIFER H",open,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51705,MWF TH,2:00 p.m.-3:00 p.m. 3:30 p.m.-4:30 p.m.,GSB 2.124 PHR 2.114,Face-to-face,"FRITZ, JENNIFER H",open,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51710,MWF TH,2:00 p.m.-3:00 p.m. 4:30 p.m.-5:30 p.m.,GSB 2.124 PHR 2.114,Face-to-face,"FRITZ, JENNIFER H",open,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51715,MWF W,12:00 p.m.-1:00 p.m. 9:00 a.m.-10:00 a.m.,GEA 105 JES A305A,Face-to-face,"ZHONG, MIN",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51720,MWF W,12:00 p.m.-1:00 p.m. 10:00 a.m.-11:00 a.m.,GEA 105 GAR 2.112,Face-to-face,"ZHONG, MIN",open,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51725,MWF W,12:00 p.m.-1:00 p.m. 4:00 p.m.-5:00 p.m.,GEA 105 ECJ 1.222,Face-to-face,"ZHONG, MIN",open,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51730,MWF W,12:00 p.m.-1:00 p.m. 5:00 p.m.-6:00 p.m.,GEA 105 ECJ 1.308,Face-to-face,"ZHONG, MIN",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51735,MWF TH,12:00 p.m.-1:00 p.m. 4:30 p.m.-5:30 p.m.,GEA 105 JES A217A,Face-to-face,"ZHONG, MIN",open,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51740,MWF W,12:00 p.m.-1:00 p.m. 3:00 p.m.-4:00 p.m.,GEA 105 ECJ 1.314,Face-to-face,"ZHONG, MIN",closed,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51745,MWF T,12:00 p.m.-1:00 p.m. 8:30 a.m.-9:30 a.m.,GSB 2.126 GDC 1.406,Face-to-face,"LATHAM, ANITA G",open; reserved,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51750,MWF T,12:00 p.m.-1:00 p.m. 9:30 a.m.-10:30 a.m.,GSB 2.126 PMA 5.126,Face-to-face,"LATHAM, ANITA G",open; reserved,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51755,MWF T,12:00 p.m.-1:00 p.m. 11:00 a.m.-12:00 p.m.,GSB 2.126 RLP 0.104,Face-to-face,"LATHAM, ANITA G",open; reserved,Lower
BIO  311C INTRODUCTORY BIOLOGY I,51760,MWF T,12:00 p.m.-1:00 p.m. 12:30 p.m.-1:30 p.m.,GSB 2.126 JGB 2.202,Face-to-face,"LATHAM, ANITA G",open; reserved,Lower
