course,unique,days,hour,room,instruction_mode,instructor,status,level
LAR  388 HISTORY OF WATER IN CITIES,01845,T,2:00 p.m.-5:00 p.m.,SUT 3.112,Face-to-face,"HOLLERAN, MICHAEL",cancelled,Graduate
LAR  388 RECONSTRUCTING THE SOUTH,01846,TH,2:00 p.m.-5:00 p.m.,SUT 2.110,Face-to-face,"NORWOOD, BRYAN E",open; reserved,Graduate
LAR  388 LEARNING FROM PLACES,01847,W,6:00 p.m.-9:00 p.m.,SUT 2.110,Face-to-face,"KYRIAKOU, KYRIAKOS",open; reserved,Graduate
LAR  388 PRESERVATION HISTORY/THEORY,01848,TH,2:00 p.m.-5:00 p.m.,SUT 3.112,Face-to-face,"HOLLERAN, MICHAEL",open; reserved,Graduate
LAR  388 LIGHT/SUSTAINABLE DESIGN,01849,F,9:00 a.m.-12:00 p.m.,WMB 5.112,Face-to-face,"FAJKUS, MATT",open; reserved,Graduate
LAR  388 ROME: HYBRID LANDSCAPES,01850,T,2:00 p.m.-5:00 p.m.,SUT 3.126,Face-to-face,"BENES, MIROSLAVA",open; reserved,Graduate
LAR  388 URBAN DESIGN HIST/THEORY/CRIT,01855,TTH,12:30 p.m.-2:00 p.m.,WMB 5.114,Face-to-face,"ALMY, DEAN J",open,Graduate
LAR  388 URBAN LATIN AMERICA,01860,W,9:00 a.m.-12:00 p.m.,SUT 3.112,Face-to-face,"SALCEDO ORTIZ, JUANA",waitlisted,Graduate
LAR  388K HIST/THEORS OF LANDSCP ARCH I,01865,MW F,10:00 a.m.-11:30 a.m. 9:00 a.m.-10:00 a.m.,GOL 3.120 WMB 5.102,Face-to-face,"BENES, MIROSLAVA",open; reserved,Graduate
LAR  694T LNDSCP ARCH DSGN STUDIO III,01870,MWF,1:30 p.m.-5:30 p.m.,,Face-to-face,"HANSEN, MAGGIE",open; reserved,Graduate
LAR  696E ADVANCED DESIGN STUDIO,01875,MW F,1:30 p.m.-5:30 p.m. 1:30 p.m.-3:30 p.m., ,Face-to-face,"LICKWAR, PHOEBE",closed,Graduate
LAR  696E ADVANCED DESIGN STUDIO,01879,MW F,1:30 p.m.-5:30 p.m. 1:30 p.m.-3:30 p.m., ,Face-to-face,,open; reserved,Graduate
LAR  397 MASTERS DESIGN STUDY PREP,01880,,,,Face-to-face,,open; reserved,Graduate
LAS  301 KEY IDEAS & ISS IN LAT AMER,41695,MWF,9:00 a.m.-10:00 a.m.,RLP 1.104,Face-to-face,"ZAZUETA, MARIA DEL PILAR",open,Lower
LAS  310C AFRO-BRAZILIAN DIASPORA,41700,MWF,1:00 p.m.-2:00 p.m.,,Face-to-face,,cancelled,Lower
LAS  316C LATINX MATERIAL CULTURE,41705,MWF,1:00 p.m.-2:00 p.m.,GEA 127,Face-to-face,"HERNANDEZ, WANDA ROSELEE",open; reserved,Lower
LAS  322 REPORTING LATIN AMERICA,41710,TTH,12:30 p.m.-2:00 p.m.,DMC 3.208,Face-to-face,"ALVES, ROSENTAL C",cancelled,Upper
LAS  322 WELFARE STATE LAT AM: HON,41714,TTH,3:30 p.m.-5:00 p.m.,SRH 1.320,Face-to-face,"MARCHESI, ALBERTO A",open,Upper
LAS  322 15-INDIGENOUS LANGS OF AMERS,41715,TTH,11:00 a.m.-12:30 p.m.,SRH 1.320,Face-to-face,"OBERT, KAROLIN",open,Upper
LAS  322N AFRICAN RELIGION IN NEW WORLD,41720,MW,2:00 p.m.-3:30 p.m.,PMA 7.124,Face-to-face,"BROWN, KHYTIE",open,Upper
LAS  324L 22-ARAB LATIN AMERICAS,41725,MW,9:30 a.m.-11:00 a.m.,WCP 4.174,Face-to-face,"MERABET, SOFIAN",waitlisted,Upper
LAS  325 4-POL/SOCIETY IN LATIN AMER,41730,MWF,12:00 p.m.-1:00 p.m.,SRH 1.320,Face-to-face,"ZAZUETA, MARIA DEL PILAR",open,Upper
LAS  327 6-ART/ARCHAEOL OF ANC PERU,41735,TTH,2:00 p.m.-3:30 p.m.,DFA 2.204,Face-to-face,"RUNGGALDIER, ASTRID",open; reserved,Upper
LAS  327 7-ART CINEMAS OF THE AMERICAS,41740,M,3:30 p.m.-6:30 p.m.,,Face-to-face,"FLAHERTY, GEORGE F",cancelled,Upper
LAS  327 9-CONTEMPORARY LATIN AM ART,41745,TTH,11:00 a.m.-12:30 p.m.,DFA 2.204,Face-to-face,"NELSON, ADELE E",open; reserved,Upper
LAS  327 10-ARCH/SCULPTURE MAYA WORLD,41750,W,11:00 a.m.-2:00 p.m.,ART 1.202,Face-to-face,"RUNGGALDIER, ASTRID",open,Upper
LAS  328 INDIGENOUS PERF IN AMERICAS,41754,TTH,3:30 p.m.-5:00 p.m.,WIN 1.148,Face-to-face,"VASQUEZ TORAL, ENZO E",open; reserved,Upper
LAS  328 MEX ARCH: PRE-COLUMB-CONTEMP,41755,TTH TH,9:30 a.m.-11:00 a.m. 11:00 a.m.-12:00 p.m.,GOL 3.120 WMB 4.118,Face-to-face,"MIRO, JUAN",open,Upper
LAS  328 12-JEWS OF US/CANADA/LAT AMER,41759,TTH,9:30 a.m.-11:00 a.m.,UTC 1.142,Face-to-face,"LINDSTROM, NAOMI E",open,Upper
LAS  330 4-MAPPING LATIN AMERICA,41760,MW,2:00 p.m.-3:30 p.m.,,Face-to-face,"DEL CASTILLO, LINA MARIA",cancelled,Upper
LAS  337S LATINO POLITICS,41765,MWF,10:00 a.m.-11:00 a.m.,,Face-to-face,"OCAMPO, ANGELA XIMENA",cancelled,Upper
LAS  366 2-COLONIAL LATIN AMERICA,41770,MW,3:30 p.m.-5:00 p.m.,PAR 105,Face-to-face,"MUNOZ ARBELAEZ, SANTIAGO",open; reserved,Upper
LAS  366 3-MODERN LATIN AMERICA,41775,MWF,10:00 a.m.-11:00 a.m.,RLP 1.104,Face-to-face,"DEL CASTILLO, LINA MARIA",open,Upper
LAS  366 20-COLONIAL LAT AMER THRU OBJS,41780,TTH,9:30 a.m.-11:00 a.m.,GAR 0.128,Face-to-face,"CANIZARES, JORGE",open,Upper
LAS  366 21-CHURCH/STATE IN LAT AMER,41785,MWF,9:00 a.m.-10:00 a.m.,GAR 1.126,Face-to-face,"BUTLER, MATTHEW J",open,Upper
LAS  366 38-LATIN AM IN THE 60S: HON,41790,MWF,11:00 a.m.-12:00 p.m.,SRH 1.320,Face-to-face,"ZAZUETA, MARIA DEL PILAR",open; reserved,Upper
LAS  366 44-RACE AGAINST EMPIRE: AMERS,41795,TTH,12:30 p.m.-2:00 p.m.,MEZ 1.204,Face-to-face,"JIMENEZ, MONICA A",waitlisted,Upper
"LAS  366 46-MEXICAN REVOLUTION, 1910-40",41800,MW,12:30 p.m.-2:00 p.m.,CMA 3.114,Face-to-face,"BUTLER, MATTHEW J",waitlisted,Upper
LAS  370S 27-INTRO TO LITERATURES/CULS,41804,TTH,8:00 a.m.-9:30 a.m.,BEN 1.106,Face-to-face,"CORREDOR, BORIS",open,Upper
LAS  366D RACE/REBELLION/REV CARIBBEAN,41805,TTH,2:00 p.m.-3:30 p.m.,GAR 3.116,Face-to-face,"SORIANO, CRISTINA",waitlisted,Upper
LAS  370S 27-INTRO TO LITERATURES/CULS,41806,TTH,2:00 p.m.-3:30 p.m.,MAI 220A,Face-to-face,"CARCAMO-HUECHANTE, LUIS E",open,Upper
LAS  370S 27-INTRO TO LITERATURES/CULS,41807,TTH,5:00 p.m.-6:30 p.m.,BEN 1.106,Face-to-face,"DOMINGUEZ-RUVALCABA, HECT",open,Upper
LAS  370S 46-LATIN AMERICAN FILM/CULTURE,41808,TTH,9:30 a.m.-11:00 a.m.,SZB 4.406,Face-to-face,"ABALO, JUAN PABLO",open,Upper
LAS  370S COLONIAL KAQCHIKEL MAYAN,41809,TTH,9:30 a.m.-11:00 a.m.,CBA 4.346,Face-to-face,"ROMERO, SERGIO",open,Upper
LAS  381 DIGITAL LIBRARIES,41810,W,12:00 p.m.-3:00 p.m.,UTA 1.210A,Face-to-face,"PALACIOS, ALBERTO ANTONIO",open,Graduate
"LAS  381 GLOBAL MEDIA INDUS, CULTURES",41815,TH,9:30 a.m.-12:30 p.m.,CMA 6.146,Face-to-face,"KUMAR, SHANTI",open,Graduate
LAS  381 LAT AMER STUDIES WRIT SEM,41820,TH,12:30 p.m.-3:30 p.m.,SRH 1.320,Face-to-face,"LEU, LORRAINE",open,Graduate
LAS  381 WELFARE STATE LAT AM,41825,TTH,3:30 p.m.-5:00 p.m.,SRH 1.320,Face-to-face,"MARCHESI, ALBERTO A",open,Graduate
LAS  382 CONF CRS IN LATIN AMER STUDIES,41830,,,,Face-to-face,,closed,Graduate
LAS  384 PROSMNR: CURR ISS IN LAT AMER,41835,T,12:30 p.m.-3:30 p.m.,SRH 1.320,Face-to-face,"ABALO, JUAN PABLO",open,Graduate
LAS  384L VIOLENCE/CRIME IN LTN AMRCA,41840,TH,9:00 a.m.-12:00 p.m.,SRH 3.216,Face-to-face,"LATERZO-TINGLEY, ISABEL",open,Graduate
LAS  386 TRANSNATIONAL AMERICAS,41844,W,12:00 p.m.-3:00 p.m.,GAR 1.122,Face-to-face,"FRENS-STRING, JOSHUA",open,Graduate
LAS  388 PUBLISHING FOR GRAD STUDENTS,41845,TH,4:00 p.m.-7:00 p.m.,RLP 0.120,Face-to-face,"THOMPSON, AMY",open,Graduate
LAS  391 ETHNOGRAPHY: CRITICAL PERSPECT,41850,M,1:00 p.m.-4:00 p.m.,WCP 4.120,Face-to-face,"CANOVA, PAOLA",open; reserved,Graduate
LAS  392S ARCHIVE LIT/HIST/POLITICS,41854,W,1:00 p.m.-4:00 p.m.,SRH 1.320,Face-to-face,"PINEDA, ADELA",open,Graduate
LAS  698A THESIS,41855,,,,Face-to-face,,open,Graduate
LAS  698B THESIS,41860,,,,Face-to-face,,open,Graduate
LAS  398R MASTER'S REPORT,41865,,,,Face-to-face,,open,Graduate
LAS  399W DISSERTATION,41870,,,,Face-to-face,,open,Graduate
LAS  699W DISSERTATION,41875,,,,Face-to-face,,open,Graduate
LAS  999W DISSERTATION,41880,,,,Face-to-face,,open,Graduate
LAT  506 FIRST-YEAR LATIN I,36450,MW TTH,1:00 p.m.-2:00 p.m. 12:30 p.m.-2:00 p.m.,WAG 10 WAG 10,Face-to-face,,open,Lower
LAT  506 FIRST-YEAR LATIN I,36455,TTH W,11:00 a.m.-12:30 p.m. 11:00 a.m.-12:00 p.m.,RLP 1.102 BEN 1.124,Hybrid or Blended,"EBBELER, JENNIFER V",open,Lower
LAT  507 FIRST-YEAR LATIN II,36460,MWF,12:00 p.m.-1:00 p.m.,WAG 10,Hybrid or Blended,"MEYER, SAM",open,Lower
LAT  511K ACCELERATED INTERMEDIATE LATIN,36465,MWF,12:00 p.m.-1:00 p.m.,GAR 3.116,Hybrid or Blended,,closed,Lower
LAT  511K ACCELERATED INTERMEDIATE LATIN,36470,MWF,9:00 a.m.-10:00 a.m.,WAG 10,Hybrid or Blended,,open,Lower
LAT  324 ADV LATIN GRAMMAR & COMPOSITN,36475,MWF,11:00 a.m.-12:00 p.m.,WAG 10,Face-to-face,,open,Upper
LAT  365 14-LIVY: RESEARCH AND WRITING,36480,TTH,12:30 p.m.-2:00 p.m.,JES A207A,Face-to-face,"LUSHKOV, AYELET HAIMSON",open,Upper
LAT  385 LIVY: RESEARCH AND WRITING,36485,TTH,12:30 p.m.-2:00 p.m.,JES A207A,Face-to-face,"LUSHKOV, AYELET HAIMSON",open; reserved,Graduate
LAT  386 CONFERENCE COURSE IN LATIN LIT,36490,,,,Face-to-face,,open; reserved,Graduate
LAT  386L CONF COURSE IN LATIN LANGUAGE,36495,,,,Face-to-face,,open; reserved,Graduate
LAT  398R MASTER'S REPORT,36500,,,,Face-to-face,,open,Graduate
LAT  398T SUPERVISED TEACHING IN LATIN,36505,TH,2:00 p.m.-5:00 p.m.,WAG 10,Face-to-face,"ADAMS, ELIZABETH D",open; reserved,Graduate
LAT  399W DISSERTATION,36510,,,,Face-to-face,,open,Graduate
LAT  699W DISSERTATION,36515,,,,Face-to-face,,open,Graduate
LAT  999W DISSERTATION,36520,,,,Face-to-face,,open,Graduate
LAW  380D SECURED CREDIT,31130,MW,2:30 p.m.-3:45 p.m.,TNH 2.138,Face-to-face,"LITTWIN, ANGELA K",open; reserved,Graduate
LAW  480F CIVIL PROCEDURE,31135,MT W,9:00 a.m.-10:15 a.m. 8:30 a.m.-9:45 a.m.,TNH 2.139 TNH 2.139,Face-to-face,"MULLENIX, LINDA S",open; reserved,Graduate
LAW  580F CIVIL PROCEDURE,31140,MTW,2:30 p.m.-3:45 p.m.,TNH 3.127,Face-to-face,"DICKERSON, MECHELE",open; reserved,Graduate
LAW  580F CIVIL PROCEDURE,31145,MTW,2:30 p.m.-3:45 p.m.,TNH 3.124,Face-to-face,"NIELSON, AARON L",open; reserved,Graduate
LAW  580F CIVIL PROCEDURE,31150,MTW,2:30 p.m.-3:45 p.m.,TNH 3.125,Face-to-face,"GUGLIUZZA, PAUL R",open; reserved,Graduate
LAW  580F CIVIL PROCEDURE,31152,TWTH,10:30 a.m.-11:45 a.m.,TNH 2.123,Face-to-face,"SILVER, CHARLES M",open; reserved,Graduate
LAW  580F CIVIL PROCEDURE,31153,TWTH,10:30 a.m.-11:45 a.m.,TNH 3.125,Face-to-face,"RAVE, D THEODORE",open; reserved,Graduate
LAW  580F CIVIL PROCEDURE,31154,TWTH,10:30 a.m.-11:45 a.m.,TNH 3.126,Face-to-face,"KOVARSKY, LEE",open; reserved,Graduate
LAW  480G CONSTITUTIONAL LAW I,31155,MTW,10:30 a.m.-11:45 a.m.,TNH 2.139,Face-to-face,"SELLERS, JOSHUA",cancelled,Graduate
LAW  480G CONSTITUTIONAL LAW I,31160,TWTH,10:30 a.m.-11:45 a.m.,TNH 2.138,Face-to-face,"PONOMARENKO, MARIA",open; reserved,Graduate
LAW  580G CONSTITUTIONAL LAW I,31165,MTW,9:00 a.m.-10:15 a.m.,TNH 2.114,Face-to-face,"SAGER, LAWRENCE",cancelled,Graduate
LAW  580G CONSTITUTIONAL LAW I,31170,MTW,9:00 a.m.-10:15 a.m.,TNH 3.127,Face-to-face,"STEIKER, JORDAN M",cancelled,Graduate
LAW  580G CONSTITUTIONAL LAW I,31175,MTW,2:30 p.m.-3:45 p.m.,TNH 2.139,Face-to-face,"FORBATH, WILLIAM E",cancelled,Graduate
LAW  480H CONTRACTS,31180,MTW,2:30 p.m.-3:45 p.m.,TNH 2.139,Face-to-face,,open; reserved,Graduate
LAW  480H CONTRACTS,31184,MTW,10:30 a.m.-11:45 a.m.,TNH 2.137,Face-to-face,"BRACHA, OREN",open; reserved,Graduate
LAW  580H CONTRACTS,31185,MWTH,10:30 a.m.-11:45 a.m.,TNH 2.124,Face-to-face,"BRACHA, OREN",cancelled,Graduate
LAW  580H CONTRACTS,31190,MWTH,10:30 a.m.-11:45 a.m.,TNH 3.126,Face-to-face,"REBOUCHE, RACHEL",cancelled,Graduate
LAW  580H CONTRACTS,31195,MWTH,2:30 p.m.-3:45 p.m.,TNH 2.137,Face-to-face,"ZHANG, ALEXANDER",cancelled,Graduate
LAW  480J CRIMINAL LAW I,31200,TW,1:00 p.m.-3:00 p.m.,TNH 2.137,Face-to-face,"STRONG, GRAHAM B",open; reserved,Graduate
LAW  580J CRIMINAL LAW I,31202,MTW,1:00 p.m.-2:15 p.m.,TNH 3.127,Face-to-face,"PEREZ-DAPLE, BRIAN A",open; reserved,Graduate
LAW  580J CRIMINAL LAW I,31203,MTW,1:00 p.m.-2:15 p.m.,TNH 3.125,Face-to-face,"LAURIN, JENNIFER E",open; reserved,Graduate
LAW  580J CRIMINAL LAW I,31204,MTW,1:00 p.m.-2:15 p.m.,TNH 3.124,Face-to-face,"GOODE, STEVEN",open; reserved,Graduate
LAW  380S LEGAL ANALYSIS AND COMM,31205,M F,1:00 p.m.-2:15 p.m. 10:30 a.m.-11:45 a.m.,TNH 3.126 TNH 3.140,Face-to-face,"WIMMER, JULIE D",open; reserved,Graduate
LAW  380S LEGAL ANALYSIS AND COMM,31210,M F,10:30 a.m.-11:45 a.m. 11:45 a.m.-1:00 p.m.,TNH 3.127 TNH 3.127,Face-to-face,"PERIS, SHANNON L",open; reserved,Graduate
LAW  380S LEGAL ANALYSIS AND COMM,31215,TH F,1:00 p.m.-2:15 p.m. 10:30 a.m.-11:45 a.m.,TNH 3.124 TNH 3.124,Face-to-face,"PETRIE, SEAN J",open; reserved,Graduate
LAW  380S LEGAL ANALYSIS AND COMM,31220,TH F,1:00 p.m.-2:15 p.m. 11:45 a.m.-1:00 p.m.,TNH 2.123 TNH 2.123,Face-to-face,"BRIDGES, KAMELA S",open; reserved,Graduate
LAW  380S LEGAL ANALYSIS AND COMM,31225,TH F,10:30 a.m.-11:45 a.m. 11:45 a.m.-1:00 p.m.,TNH 2.124 TNH 2.124,Face-to-face,"MASON, LORI R",open; reserved,Graduate
LAW  380S LEGAL ANALYSIS AND COMM,31230,M F,2:30 p.m.-3:45 p.m. 11:45 a.m.-1:00 p.m.,TNH 2.137 TNH 2.137,Face-to-face,"OLIVER, KAYLA",open; reserved,Graduate
LAW  380S LEGAL ANALYSIS AND COMM,31235,TH F,9:00 a.m.-10:15 a.m. 10:30 a.m.-11:45 a.m.,TNH 2.139 TNH 2.139,Face-to-face,"DAWSON, EDWARD CALDWELL",open; reserved,Graduate
LAW  380S LEGAL ANALYSIS AND COMM,31240,M F,9:00 a.m.-10:15 a.m. 10:30 a.m.-11:45 a.m.,TNH 2.138 TNH 2.138,Face-to-face,"BRADLEY, LAUREN TANNER",open; reserved,Graduate
LAW  380S LEGAL ANALYSIS AND COMM,31245,TH F,2:30 p.m.-3:45 p.m. 11:45 a.m.-1:00 p.m.,TNH 3.124 TNH 3.124,Face-to-face,"PETRIE, SEAN J",open; reserved,Graduate
LAW  380S LEGAL ANALYSIS AND COMM,31250,TH F,2:30 p.m.-3:45 p.m. 10:30 a.m.-11:45 a.m.,TNH 2.123 TNH 2.123,Face-to-face,"BRIDGES, KAMELA S",open; reserved,Graduate
LAW  380S LEGAL ANALYSIS AND COMM,31255,TH F,9:00 a.m.-10:15 a.m. 10:30 a.m.-11:45 a.m.,TNH 2.124 TNH 2.124,Face-to-face,"MASON, LORI R",open; reserved,Graduate
LAW  380S LEGAL ANALYSIS AND COMM,31260,TH F,10:30 a.m.-11:45 a.m. 11:45 a.m.-1:00 p.m.,TNH 2.139 TNH 2.139,Face-to-face,"DAWSON, EDWARD CALDWELL",open; reserved,Graduate
LAW  380S LEGAL ANALYSIS AND COMM,31265,M F,10:30 a.m.-11:45 a.m. 11:45 a.m.-1:00 p.m.,TNH 2.138 TNH 2.138,Face-to-face,"BRADLEY, LAUREN TANNER",open; reserved,Graduate
LAW  380S LEGAL ANALYSIS AND COMM,31270,M F,1:00 p.m.-2:15 p.m. 10:30 a.m.-11:45 a.m.,TNH 2.137 TNH 2.137,Face-to-face,"OLIVER, KAYLA",open; reserved,Graduate
LAW  380S LEGAL ANALYSIS AND COMM,31275,M F,2:30 p.m.-3:45 p.m. 11:45 a.m.-1:00 p.m.,TNH 2.124 TNH 3.140,Face-to-face,"WIMMER, JULIE D",open; reserved,Graduate
LAW  380S LEGAL ANALYSIS AND COMM,31280,M F,9:00 a.m.-10:15 a.m. 10:30 a.m.-11:45 a.m.,TNH 3.127 TNH 3.127,Face-to-face,"PERIS, SHANNON L",open; reserved,Graduate
LAW  480U PROPERTY,31285,MWF,10:30 a.m.-11:45 a.m.,TNH 2.138,Face-to-face,"MORSE, SUSAN C",cancelled,Graduate
LAW  480U PROPERTY,31290,MTW,1:00 p.m.-2:15 p.m.,TNH 2.139,Face-to-face,"STURLEY, MICHAEL F",open; reserved,Graduate
LAW  480V TORTS,31295,MTW,1:00 p.m.-2:15 p.m.,TNH 2.138,Face-to-face,"MCGARITY, THOMAS O",open; reserved,Graduate
LAW  480V TORTS,31299,MTW,10:30 a.m.-11:45 a.m.,TNH 2.139,Face-to-face,"WILLIAMS, SEAN H",open; reserved,Graduate
LAW  580V TORTS,31300,TWTH,9:00 a.m.-10:15 a.m.,TNH 3.125,Face-to-face,"WASSERMAN, MELISSA F",open; reserved,Graduate
LAW  580V TORTS,31305,TWTH,9:00 a.m.-10:15 a.m.,TNH 2.123,Face-to-face,"SEPPER, ELIZABETH W",open; reserved,Graduate
LAW  580V TORTS,31310,TWTH,9:00 a.m.-10:15 a.m.,TNH 3.126,Face-to-face,"YORKE, SUSAN",open; reserved,Graduate
LAW  381C CONST LAW II: ELECTION LAW,31312,MW,1:00 p.m.-2:30 p.m.,JON 5.206,Face-to-face,"SELLERS, JOSHUA",waitlisted,Graduate
LAW  381C CON LAW II: REPRODCTV RIGHTS,31313,TTH,1:00 p.m.-2:30 p.m.,TNH 2.124,Face-to-face,"SEPPER, ELIZABETH W",open; reserved,Graduate
LAW  381C CONST LAW II: JURIS AND CONST,31314,MTW,10:30 a.m.-11:30 a.m.,JON 6.206,Face-to-face,"MARKOVITS, RICHARD S",open; reserved,Graduate
LAW  481C CONST LAW II: AMENDMENTS 1/2,31315,MTWTH,9:00 a.m.-10:00 a.m.,JON 6.257,Face-to-face,"POWE, LUCAS A JR",waitlisted,Graduate
LAW  481C CONST LAW II: AMNDMNTS US/WRLD,31320,MW,3:45 p.m.-5:45 p.m.,TNH 2.124,Face-to-face,"ALBERT, RICHARD",open; reserved,Graduate
LAW  381D JURISDICTION AND JUDGMENTS,31325,MTW,10:30 a.m.-11:30 a.m.,TNH 3.124,Face-to-face,"WOOLLEY, PATRICK",open; reserved,Graduate
LAW  381J NEGOTIATION,31330,TW,10:30 a.m.-11:45 a.m.,JON 6.257,Face-to-face,"COTTON, ELIOT C",waitlisted,Graduate
LAW  381J NEGOTIATION,31335,TH,3:45 p.m.-6:45 p.m.,TNH 3.142,Face-to-face,,cancelled,Graduate
LAW  381J NEGOTIATION,31340,T,5:45 p.m.-8:45 p.m.,JON 6.206,Face-to-face,"RAMIREZ, JORGE",waitlisted,Graduate
LAW  381J NEGOTIATION,31345,F,9:00 a.m.-11:45 a.m.,JON 5.206,Face-to-face,"LASS, JONATHAN E",waitlisted,Graduate
LAW  381J NEGOTIATION,31350,M,1:00 p.m.-3:45 p.m.,TNH 2.123,Face-to-face,,cancelled,Graduate
LAW  381J NEGOTIATION,31355,M,3:45 p.m.-6:45 p.m.,TNH 2.123,Face-to-face,,cancelled,Graduate
LAW  381J NEGOTIATION,31358,T,3:45 p.m.-6:45 p.m.,JON 5.206,Face-to-face,"FLEMING, JOHN C",waitlisted,Graduate
LAW  481J NEGOTIATION,31359,TTH,9:45 a.m.-11:45 a.m.,CCJ 3.306,Face-to-face,"MCCORMACK, TRACY W",waitlisted,Graduate
LAW  381R ALTERNATIVE DISPUTE RESOLUTION,31360,T,2:30 p.m.-5:00 p.m.,TNH 3.140,Face-to-face,"SALTMARSH, SARA E",waitlisted,Graduate
LAW  381S MEDIATION,31365,T,3:45 p.m.-6:45 p.m.,TNH 3.127,Face-to-face,"AVERY, CLAY",waitlisted,Graduate
LAW  381V INTL COMMERCIAL ARBITRATION,31370,M,3:45 p.m.-7:15 p.m.,TNH 3.125,Face-to-face,"DEUTSCH, RICHARD D TYLER, TIMOTHY J LOFTIS, JAMES LLOYD",open; reserved,Graduate
LAW  382 CONFLICT OF LAWS,31375,MTW,9:00 a.m.-10:00 a.m.,TNH 3.124,Face-to-face,"WOOLLEY, PATRICK",open; reserved,Graduate
LAW  382G INTERNATIONAL LAW,31380,TTH,1:00 p.m.-2:30 p.m.,TNH 3.126,Face-to-face,"FIELDER, LAUREN",open; reserved,Graduate
LAW  282H IMMIGRATION,31385,W,3:45 p.m.-5:45 p.m.,TNH 2.138,Face-to-face,"MEZA, ANDREA L",waitlisted,Graduate
LAW  382W MASS TORT LITIGATION,31390,MT,10:30 a.m.-11:45 a.m.,JON 6.207,Face-to-face,"MULLENIX, LINDA S",open; reserved,Graduate
LAW  483 EVIDENCE,31395,THF,9:45 a.m.-11:45 a.m.,TNH 2.140,Face-to-face,"STRONG, GRAHAM B",waitlisted,Graduate
LAW  383D CRIM PROCEDURE: INVESTIGATION,31400,TTH,2:30 p.m.-3:45 p.m.,TNH 2.138,Face-to-face,"PONOMARENKO, MARIA",waitlisted,Graduate
LAW  483F CAPITAL PUNISHMENT,31405,MTW,2:30 p.m.-3:45 p.m.,TNH 3.142,Face-to-face,"STEIKER, JORDAN M",open; reserved,Graduate
LAW  384G CORPORATE GOVERNANCE,31410,TH,3:30 p.m.-6:30 p.m.,RRH 4.416,Face-to-face,"CUNNINGHAM, WILLIAM H",open; reserved,Graduate
"LAW  384U LGL WRITG, ADV: ANALY/PRCSS",31413,TTH,1:00 p.m.-2:30 p.m.,JON 6.206,Face-to-face,,open; reserved,Graduate
"LAW  384U LGL WRITG, ADV: ANALY/PRCSS",31414,TTH,2:30 p.m.-3:45 p.m.,JON 6.206,Face-to-face,,open; reserved,Graduate
LAW  184V 1-ADV RSCH: FOREIGN/INTL LAW,31415,T,3:45 p.m.-5:45 p.m.,JON 3.222,Face-to-face,"PRATTER, JONATHAN",open; reserved,Graduate
LAW  184V 2-ADVANCED RESEARCH: TEXAS LAW,31420,TH,9:45 a.m.-11:45 a.m.,JON 3.222,Face-to-face,"HOLAHAN, ALISA C",open; reserved,Graduate
LAW  184V 3-ADV RSCH: CORP/SECURITIES,31425,W,9:45 a.m.-11:45 a.m.,JON 3.222,Face-to-face,"NOEL, JOSEPH WILLIAM",open; reserved,Graduate
LAW  184V 4-ADVANCED RESEARCH: GENERAL,31430,F,9:45 a.m.-11:45 a.m.,JON 3.222,Face-to-face,"STEINKE, MATTHEW R",open; reserved,Graduate
LAW  284W ADV LGL WR: PUBLIC INTEREST,31435,W,3:45 p.m.-5:45 p.m.,TNH 3.129,Face-to-face,"STAMM, ALEXANDER ABRAHAM",cancelled,Graduate
"LAW  284W LEGAL WRITING, ADV",31440,MW,10:30 a.m.-11:30 a.m.,TNH 3.140,Face-to-face,"GATTUSO, DOMINIC H",waitlisted,Graduate
LAW  284W 4-ADV LGL WR: TRNSCTNL DRFTNG,31445,M,9:45 a.m.-11:45 a.m.,JON 6.206,Face-to-face,"WALTON, GIANNA C",cancelled,Graduate
LAW  284W 4-ADV LGL WR: TRNSCTNL DRFTNG,31450,W,1:00 p.m.-3:00 p.m.,JON 6.207,Face-to-face,"DEROSE, ZEKE",waitlisted,Graduate
LAW  284W 4-ADV LGL WR: TRNSCTNL DRFTNG,31455,W,3:00 p.m.-5:00 p.m.,JON 6.207,Face-to-face,"DEROSE, ZEKE",open; reserved,Graduate
LAW  284W 4-ADV LGL WR: TRNSCTNL DRFTNG,31460,W,3:45 p.m.-5:45 p.m.,TNH 3.124,Face-to-face,"NIRKEN, HOWARD D",waitlisted,Graduate
LAW  284W 5-ADV LGL WR: TCHNG QUIZMSTRS,31465,W,3:45 p.m.-5:45 p.m.,TNH 3.127,Face-to-face,"BRIDGES, KAMELA S",open; reserved,Graduate
LAW  385 PROFESSIONAL RESPONSIBILITY,31470,MW,1:00 p.m.-2:30 p.m.,TNH 2.140,Face-to-face,"DZIENKOWSKI, JOHN S",waitlisted,Graduate
LAW  385 PROFESSIONAL RESPONSIBILITY,31475,MW,10:30 a.m.-11:45 a.m.,TNH 2.140,Face-to-face,"DZIENKOWSKI, JOHN S",waitlisted,Graduate
LAW  385 PROFESSIONAL RESPONSIBILITY,31480,TTH,1:00 p.m.-2:30 p.m.,TNH 2.140,Face-to-face,"WOOD, LUCILLE D",waitlisted,Graduate
LAW  385C JURISPRUDENCE,31485,,,,Face-to-face,"DEIGH, JOHN",cancelled,Graduate
